,locus_tag,left,right,strand,name
465,BSU_00420,50640,51518,1,"Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)"
466,BSU_31090,3188414,3189082,1,Ktr system potassium uptake protein A (K(+)-uptake protein KtrA)
467,BSU_13500,1416067,1417416,1,Ktr system potassium uptake protein D (K(+)-uptake protein KtrD)
468,BSU_10270,1100980,1102521,1,Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain acyl-CoA synthetase)
469,BSU_19620,2134566,2135387,-1,LD-carboxypeptidase LdcB
470,BSU_03050,329774,330739,1,L-lactate dehydrogenase (L-LDH) (EC 1.1.1.27)
471,BSU_28260,2889552,2890970,-1,3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH)
472,BSU_28250,2888940,2889539,-1,3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)
473,BSU_30320,3102629,3105043,-1,Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)
474,BSU_27080,2763025,2765832,-1,Transcriptional regulatory protein LevR [Includes: Putative phosphotransferase EIIA component (EC 2.7.1.-) (Putative PTS system EIIA component)]
475,BSU_17850,1917639,1918256,-1,LexA repressor (EC 3.4.21.88) (SOS regulatory protein DinR)
476,BSU_33080,3394422,3395057,-1,Transcriptional regulatory protein LiaR
477,BSU_33090,3395035,3396117,-1,Sensor histidine kinase LiaS (EC 2.7.13.3)
478,BSU_38560,3958516,3959844,-1,Probable 6-phospho-beta-glucosidase (EC 3.2.1.86)
479,BSU_38600,3962003,3963928,-1,Probable licABCH operon regulator [Includes: Putative phosphotransferase enzyme IIB component (EC 2.7.1.-) (Putative PTS system EIIB component); Putative phosphotransferase enzyme IIA component (Putative PTS system EIIA component)]
480,BSU_39080,4012866,4013699,-1,Transcription antiterminator LicT
481,BSU_13400,1404518,1406353,-1,Bifunctional non-homologous end joining protein LigD (NHEJ DNA polymerase) [Includes: DNA ligase (Lig) (EC 6.5.1.1) (Polydeoxyribonucleotide synthase [ATP]); DNA repair polymerase (Pol) (Polymerase/primase)]
482,BSU_02700,292205,292843,1,Lipase EstA (Lipase A) (EC 3.1.1.3) (Triacylglycerol lipase)
483,BSU_32330,3320324,3321220,-1,Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)
484,BSU_08350,910019,910651,1,Extracellular esterase EstB (EC 3.1.1.3) (Extracellular esterase LipB) (Lipase B) (Triacylglycerol lipase)
485,BSU_24530,2543968,2544804,-1,Octanoyltransferase LipM (EC 2.3.1.181) (Octanoyl-[acyl-carrier-protein]:[GcvH] N-octanoyltransferase)
486,BSU_02670,288653,290092,-1,Lincomycin resistance protein LmrB
487,BSU_08290,903811,905013,1,Sensor histidine kinase LnrJ (EC 2.7.13.3)
488,BSU_28200,2880466,2882790,-1,Lon protease 1 (EC 3.4.21.53) (ATP-dependent protease La 1)
489,BSU_28210,2882971,2884629,-1,Lon protease 2 (EC 3.4.21.53) (ATP-dependent protease La 2)
490,BSU_07130,782958,784298,1,Alpha-galacturonidase (EC 3.2.1.67)
491,BSU_05050,551519,551929,1,HTH-type transcriptional regulator LrpA
492,BSU_04250,476059,476493,1,HTH-type transcriptional regulator LrpC
493,BSU_15450,1616744,1617208,1,Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)
494,BSU_07710,842047,843996,-1,Lipoteichoic acid synthase
495,BSU_34030,3492797,3493519,-1,Lactate utilization protein C
496,BSU_34190,3510780,3512471,1,L-lactate permease
497,BSU_34180,3509831,3510490,-1,HTH-type transcriptional regulator LutR (L-lactate utilization operon repressor)
498,BSU_23380,2436947,2438266,-1,Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)
499,BSU_28470,2909520,2910746,-1,Aspartokinase 2 (EC 2.7.2.4) (Aspartate kinase 2) (Aspartokinase II)
500,BSU_35630,3660648,3662765,-1,Amidase enhancer (Cell wall-associated polypeptide CWBP76) (CWBP76) (Modifier protein of major autolysin)
501,BSU_35620,3659119,3660609,-1,N-acetylmuramoyl-L-alanine amidase LytC (EC 3.5.1.28) (Cell wall-associated polypeptide CWBP49) (CWBP49) (Major autolysin) (Vegetative cell wall hydrolase LytC)
502,BSU_35780,3684826,3687468,-1,Beta-N-acetylglucosaminidase (EC 3.2.1.96) (Cell wall-associated polypeptide 90) (CWBP90)
503,BSU_09420,1018998,1020002,1,Probable peptidoglycan endopeptidase LytE (EC 3.4.-.-) (Cell wall-associated polypeptide CWBP33) (Gamma-D-glutamate-meso-diaminopimelate muropeptidase LytE) (Minor autolysin LytE) (Phosphatase-associated protein PapQ) (Vegetative cell wall hydrolase LytE)
504,BSU_09370,1011792,1013258,-1,Peptidoglycan endopeptidase LytF (EC 3.4.-.-) (Autolysin LytF) (Cell wall-associated polypeptide CWBP49') (Gamma-D-glutamate-meso-diaminopimelate muropeptidase LytF) (Peptidoglycan hydrolase LytF) (Vegetative cell wall hydrolase LytF)
505,BSU_31120,3190834,3191682,-1,Exo-glucosaminidase LytG (EC 3.2.1.-) (Autolysin LytG) (Exo-beta-N-acetylglucosaminidase LytG) (Peptidoglycan hydrolase LytG)
506,BSU_32340,3321455,3322435,1,L-Ala--D-Glu endopeptidase (EC 3.4.-.-) (Peptidoglycan hydrolase) (Sporulation-specific endopeptidase)
507,BSU_28930,2956486,2958267,-1,Sensor protein LytS (EC 2.7.13.3)
508,BSU_37050,3800418,3802166,-1,NAD-dependent malic enzyme 2 (NAD-ME 2) (EC 1.1.1.38) (Malate dehydrogenase MaeA) (Malic enzyme A)
509,BSU_31580,3244770,3246116,1,Na(+)-malate symporter (Sodium-dependent malate transporter)
510,BSU_08180,890022,891371,1,Maltose-6'-phosphate glucosidase (EC 3.2.1.122) (6-phospho-alpha-D-glucosidase) (6-phosphoryl-O-alpha-D-glucopyranosyl:phosphoglucohydrolase)
511,BSU_31520,3237157,3238758,1,Sensor histidine kinase MalK (EC 2.7.13.3) (Malate kinase sensor)
512,BSU_34560,3547550,3549235,-1,"Oligo-1,6-glucosidase 1 (EC 3.2.1.10) (Dextrin 6-alpha-D-glucanohydrolase) (Oligosaccharide alpha-1,6-glucosidase 1) (Sucrase-isomaltase 1) (Isomaltase 1)"
513,BSU_29880,3056849,3058549,-1,NAD-dependent malic enzyme 3 (NAD-ME 3) (EC 1.1.1.38) (Malate dehydrogenase MalS)
514,BSU_12020,1274692,1275639,1,Mannose-6-phosphate isomerase ManA (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI)
515,BSU_12010,1272725,1274677,1,PTS system mannose-specific EIIBCA component (EIIBCA-Man) (EII-Man) [Includes: Mannose-specific phosphotransferase enzyme IIB component (EC 2.7.1.191) (PTS system mannose-specific EIIB component); Mannose permease IIC component (PTS system mannose-specific EIIC component); Mannose-specific phosphotransferase enzyme IIA component (PTS system mannose-specific EIIA component)]
516,BSU_12000,1270631,1272577,1,Transcriptional regulator ManR (Mannose operon transcriptional activator) [Includes: Putative phosphotransferase enzyme IIB component (EC 2.7.1.191) (Putative PTS system EIIB component); Putative phosphotransferase enzyme IIA component (Putative PTS system EIIA component)]
517,BSU_36410,3747254,3748255,-1,Cell shape-determining protein Mbl (Actin-like Mbl protein) (Rod shape-determining protein Mbl)
518,BSU_27260,2786142,2787065,-1,O-acetylserine dependent cystathionine beta-synthase (EC 2.5.1.134)
519,BSU_27250,2785001,2786140,-1,Cystathionine gamma-lyase (EC 4.4.1.1) (Gamma-cystathionase) (Homocysteine gamma-lyase) (EC 4.4.1.2)
520,BSU_23616,2459141,2459263,1,Cell division inhibitor MciZ (FtsZ assembly inhibitor) (Mother cell inhibitor of FtsZ)
521,BSU_31240,3206169,3208154,-1,Methyl-accepting chemotaxis protein McpA (H1)
522,BSU_31260,3210445,3212433,-1,Methyl-accepting chemotaxis protein McpB (H3)
523,BSU_13950,1463628,1465595,1,Methyl-accepting chemotaxis protein McpC
524,BSU_00850,102484,103575,1,Protein-arginine kinase (EC 2.7.14.1)
525,BSU_29120,2978734,2979672,-1,Malate dehydrogenase (EC 1.1.1.37) (Vegetative protein 69) (VEG69)
526,BSU_03070,332441,333979,-1,Multidrug resistance protein 3 (Multidrug-efflux transporter 3)
527,BSU_11520,1229068,1229724,1,Adapter protein MecA 1
528,BSU_30280,3099123,3100034,1,Melibiose/raffinose/stachyose import permease protein MelD
529,BSU_30270,3097850,3099130,1,Melibiose/raffinose/stachyose-binding protein MelE
530,BSU_30260,3096782,3097816,1,HTH-type transcriptional repressor MelR
531,BSU_38490,3950726,3951661,-1,"1,4-dihydroxy-2-naphthoate octaprenyltransferase (DHNA-octaprenyltransferase) (EC 2.5.1.74)"
532,BSU_30800,3148901,3149716,-1,"1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)"
533,BSU_30780,3146238,3147353,-1,o-succinylbenzoate synthase (OSB synthase) (OSBS) (EC 4.2.1.113) (4-(2'-carboxyphenyl)-4-oxybutyric acid synthase) (o-succinylbenzoic acid synthase)
534,BSU_30820,3150563,3152305,-1,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (SEPHCHC synthase) (EC 2.2.1.9) (Menaquinone biosynthesis protein MenD)
535,BSU_30790,3147350,3148810,-1,2-succinylbenzoate--CoA ligase (EC 6.2.1.26) (o-succinylbenzoyl-CoA synthetase) (OSB-CoA synthetase)
536,BSU_30830,3152302,3153717,-1,Isochorismate synthase MenF (EC 5.4.4.2) (Isochorismate mutase)
537,BSU_21910,2305378,2306283,1,Homoserine O-acetyltransferase (HAT) (EC 2.3.1.31) (Homoserine transacetylase) (HTA)
538,BSU_13180,1383320,1385608,-1,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)
539,BSU_11870,1258492,1259613,1,Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase (CGS/OAH thiolyase) (EC 2.5.1.-) (O-acetylhomoserine sulfhydrylase) (OAH sulfhydrylase)
540,BSU_30550,3127825,3129027,-1,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)
541,BSU_32730,3361767,3362591,-1,Methionine-binding lipoprotein MetQ
542,BSU_00380,45633,47627,1,Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)
543,BSU_24770,2564026,2564406,-1,Regulatory protein MgsR (Modulator of the general stress response)
544,BSU_13300,1396013,1397368,1,Magnesium transporter MgtE
545,BSU_12870,1353080,1354030,1,Putative ring-cleaving dioxygenase MhqA (EC 1.13.11.-)
546,BSU_19560,2128464,2129066,-1,Putative hydrolase MhqD (EC 3.1.-.-)
547,BSU_19570,2129082,2129993,-1,Putative ring-cleaving dioxygenase MhqE (EC 1.13.11.-)
548,BSU_05480,596478,597098,1,Putative NAD(P)H nitroreductase MhqN (EC 1.-.-.-)
549,BSU_05500,598154,598543,1,Putative oxidoreductase MhqP (EC 1.-.-.-)
550,BSU_13670,1433199,1433636,1,HTH-type transcriptional regulator MhqR
551,BSU_17330,1866389,1867333,1,tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)
552,BSU_23880,2483586,2483873,1,Membrane protein insertion and folding monitor (Sensor of SpoIIIJ activity)
553,BSU_28000,2858584,2859264,-1,Septum site-determining protein MinC
554,BSU_23550,2451463,2452782,-1,NAD-dependent malic enzyme 1 (NAD-ME 1) (EC 1.1.1.38) (Malate dehydrogenase MleA)
555,BSU_23560,2452800,2454206,-1,Malate-2H(+)/Na(+)-lactate antiporter
556,BSU_24140,2509654,2510772,-1,Citrate/2-methylcitrate synthase (EC 2.3.3.-) (EC 2.3.3.16) (2-methylcitrate synthase) (2-MCS) (MCS) (Citrate synthase)
557,BSU_24130,2508221,2509639,-1,Citrate/2-methylcitrate dehydratase (EC 4.2.1.-)
558,BSU_24120,2507298,2508203,-1,2-methylisocitrate lyase (2-MIC) (MICL) (EC 4.1.3.-)
559,BSU_35660,3664241,3665383,-1,UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14) (UDP-GlcNAc-2-epimerase)
560,BSU_05470,595109,596002,-1,Manganese efflux system protein MneP
561,BSU_06320,686962,687834,1,Manganese efflux system protein MneS
562,BSU_30760,3144267,3145019,-1,Manganese transport system ATP-binding protein MntB
563,BSU_30750,3142954,3144261,-1,Manganese transport system membrane protein MntC
564,BSU_30740,3142077,3142964,-1,Manganese transport system membrane protein MntD
565,BSU_04360,491147,492424,-1,Divalent metal cation transporter MntH
566,BSU_24520,2543440,2543868,-1,HTH-type transcriptional regulator MntR (Manganese transport regulator) (Manganese(II) metalloregulatory protein MntR)
567,BSU_29460,3014514,3015026,-1,Molybdenum cofactor biosynthesis protein B
568,BSU_14260,1495505,1496104,1,Probable molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase)
569,BSU_14270,1496155,1497174,1,Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80) (MoaD protein adenylase) (Molybdopterin-converting factor subunit 1 adenylase) (Sulfur carrier protein MoaD adenylyltransferase)
570,BSU_13680,1433676,1434461,-1,Motility protein B (Chemotaxis protein MotB)
571,BSU_29730,3043284,3044102,-1,Flagellar motor protein MotP
572,BSU_02240,245190,246131,1,Extracellular metalloprotease (EC 3.4.21.-)
573,BSU_08425,916778,919348,1,Phosphatidylglycerol lysyltransferase (EC 2.3.2.3) (Lysylphosphatidylglycerol synthase) (LPG synthase)
574,BSU_15130,1580121,1580552,1,Transcriptional regulator MraZ
575,BSU_14470,1516574,1517581,-1,Cell shape-determining protein MreBH (Actin-like MreBH protein) (Rod shape-determining protein MreBH)
576,BSU_28020,2859832,2860704,-1,Cell shape-determining protein MreC (Cell shape protein MreC) (Rod shape-determining protein MreC)
577,BSU_28010,2859317,2859835,-1,Rod shape-determining protein MreD
578,BSU_31600,3246598,3249003,1,Na(+)/H(+) antiporter subunit A (Mrp complex subunit A) (Multiple resistance and pH homeostasis protein A)
579,BSU_31620,3249427,3249768,1,Na(+)/H(+) antiporter subunit C (Mrp complex subunit C) (Multiple resistance and pH homeostasis protein C)
580,BSU_31640,3251248,3251724,1,Na(+)/H(+) antiporter subunit E (Mrp complex subunit E) (Multiple resistance and pH homeostasis protein E)
581,BSU_38810,3984133,3985230,-1,Oligosaccharides import ATP-binding protein MsmX (EC 7.5.2.-) (Maltodextrin import ATP-binding protein MsmX) (Melibiose/raffinose/stachyose import ATP-binding protein MsmX)
582,BSU_21690,2287529,2288062,-1,Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)
583,BSU_31321,3218525,3218857,1,Protein mistic (Membrane-integrating protein MstX)
584,BSU_36600,3764133,3764906,-1,HTH-type transcriptional activator mta (Multidrug transporter activation protein)
585,BSU_03981,449724,451160,1,PTS system mannitol-specific EIICB component (EIICB-Mtl) (EII-Mtl) [Includes: Mannitol permease IIC component (PTS system mannitol-specific EIIC component); Mannitol-specific phosphotransferase enzyme IIB component (EC 2.7.1.197) (PTS system mannitol-specific EIIB component)]
586,BSU_04160,467130,469214,1,Transcriptional regulator MtlR (Mannitol operon transcriptional activator) (Mtl operon transcriptional activator) [Includes: Putative phosphotransferase enzyme IIB component (EC 2.7.1.197) (Putative PTS system EIIB component); Putative phosphotransferase enzyme IIA component (Putative PTS system EIIA component)]
587,BSU_13550,1422172,1423233,-1,Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase)
588,BSU_13580,1425641,1426837,1,L-glutamine--4-(methylsulfanyl)-2-oxobutanoate aminotransferase (EC 2.6.1.117) (GTK) (Glutamine transaminase MtnE)
589,BSU_13570,1424767,1425546,-1,2-oxoglutaramate amidase (EC 3.5.1.111)
590,BSU_13590,1427061,1428278,1,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase (DK-MTP-1-P enolase) (EC 5.3.2.5) (RuBisCO-like protein) (RLP)"
591,BSU_13600,1428275,1428982,1,2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase (HK-MTPenyl-1-P phosphatase) (EC 3.1.3.87)
592,BSU_07340,805456,806841,-1,GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)
593,BSU_22770,2384534,2384761,-1,Transcription attenuation protein MtrB (Trp RNA-binding attenuation protein) (TRAP) (Tryptophan RNA-binding attenuator protein)
594,BSU_36760,3777949,3779259,-1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1 (EC 2.5.1.7) (Enoylpyruvate transferase 1) (UDP-N-acetylglucosamine enolpyruvyl transferase 1) (EPT 1)
595,BSU_29790,3048177,3049475,-1,UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)
596,BSU_15180,1586330,1587814,1,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)"
597,BSU_17040,1775745,1778321,1,DNA mismatch repair protein MutS
598,BSU_28580,2920936,2923293,-1,Endonuclease MutS2 (EC 3.1.-.-)
599,BSU_08630,935656,936765,1,Adenine DNA glycosylase (EC 3.2.2.31)
600,BSU_27850,2845955,2847061,-1,Quinolinate synthase (EC 2.5.1.72)
601,BSU_27870,2847871,2849466,-1,L-aspartate oxidase (LASPO) (EC 1.4.3.16) (L-aspartate:fumarate oxidoreductase) (EC 1.5.99.-) (Quinolinate synthase B)
602,BSU_27860,2847048,2847917,-1,Probable nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (General stress protein 70) (GSP70) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase)
603,BSU_03130,338288,339106,1,NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5) (General stress protein 38) (GSP38) (Spore outgrowth factor B) (Sporulation protein OutB)
604,BSU_27890,2850716,2851258,1,Transcription repressor NadR (ORF1)
605,BSU_35010,3595356,3596546,1,N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase) (EC 3.5.1.25)
606,BSU_07700,840656,842014,1,PTS system N-acetylglucosamine-specific EIICB component (EIICB-Nag) [Includes: N-acetylglucosamine permease IIC component (PTS system N-acetylglucosamine-specific EIIC component); N-acetylglucosamine-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system N-acetylglucosamine-specific EIIB component)]
607,BSU_05440,592303,593205,-1,Uncharacterized carboxylesterase nap (EC 3.1.1.1)
608,BSU_37250,3823558,3824229,-1,Nitrate reductase gamma chain (EC 1.7.5.1)
609,BSU_37260,3824226,3824780,-1,Probable nitrate reductase molybdenum cofactor assembly chaperone NarJ
610,BSU_37320,3832327,3833514,-1,Nitrite extrusion protein (Nitrite facilitator)
611,BSU_03330,362937,364142,1,Nitrate transporter
612,BSU_03300,355764,358181,-1,Nitrite reductase [NAD(P)H] (EC 1.7.1.4)
613,BSU_03290,355412,355732,-1,Assimilatory nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)
614,BSU_03280,353900,355351,-1,Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM)
615,BSU_02750,296429,297169,1,ABC transporter ATP-binding protein NatA (ABC-type Na(+) transporter) (EC 7.2.2.4)
616,BSU_02740,295584,296285,-1,Transcriptional regulatory protein NatR
617,BSU_22730,2381354,2381803,-1,Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)
618,BSU_04660,518943,519293,1,Endoribonuclease EndoA (EC 3.1.27.-) (Toxin EndoA) (mRNA interferase EndoA) (mRNA interferase MazF-bs) (MazF-bs)
619,BSU_25130,2593281,2594174,-1,Probable endonuclease 4 (EC 3.1.21.2) (Endodeoxyribonuclease IV) (Endonuclease IV)
620,BSU_09680,1042885,1044246,-1,Na(+)/H(+) antiporter NhaC (Sodium/hydrogen antiporter) (Sodium/proton antiporter)
621,BSU_33420,3428331,3430343,-1,"Sodium, potassium, lithium and rubidium/H(+) antiporter"
622,BSU_09690,1044373,1044873,-1,Stress response protein NhaX
623,BSU_02950,317725,318927,1,Niacin permease NiaP
624,BSU_04870,534773,535831,1,Putative DNA relaxase NicK
625,BSU_27880,2849569,2850756,1,Putative cysteine desulfurase NifS (EC 2.8.1.7)
626,BSU_03420,371729,372127,-1,DNA-entry nuclease inhibitor (Competence protein J)
627,BSU_40990,4207897,4208748,-1,Nucleoid occlusion protein (Noc)
628,BSU_07630,836653,837744,1,Nitric oxide synthase oxygenase (EC 1.14.14.47) (NOSoxy-like protein)
629,BSU_14700,1540036,1541601,-1,Bacillolysin (EC 3.4.24.28) (Neutral protease NprE)
630,BSU_17390,1871089,1872078,1,Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1) (Ribonucleotide reductase small subunit)
631,BSU_29000,2965681,2966139,-1,Transcriptional repressor NrdR
632,BSU_36510,3756790,3758004,1,Ammonium transporter (Membrane protein NrgA) (Protein AmtB)
633,BSU_36520,3758016,3758366,1,Sensor histidine kinase GlnK (EC 2.7.13.3)
634,BSU_29250,2995908,2996849,-1,"Bifunctional oligoribonuclease and PAP phosphatase NrnA (EC 3.1.-.-) (3'(2'),5'-bisphosphate nucleotidase) (EC 3.1.3.7) (3'-phosphoadenosine 5'-phosphate phosphatase) (PAP phosphatase) (nanoRNase)"
635,BSU_18200,1948313,1949512,-1,Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)
636,BSU_09380,1013411,1013851,-1,HTH-type transcriptional regulator NsrR
637,BSU_10560,1129715,1130704,1,NTD biosynthesis operon regulator NtdR
638,BSU_03430,372154,372603,-1,DNA-entry nuclease (EC 3.-.-.-) (Competence-specific nuclease)
639,BSU_25750,2652387,2652797,-1,Sporulation-specific extracellular nuclease (EC 3.-.-.-)
640,BSU_23610,2458509,2459066,-1,ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (ASPPase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase)
641,BSU_39410,4050340,4051521,-1,Nucleoside permease NupC
642,BSU_39020,4005752,4006945,1,Purine nucleoside transport protein NupG
643,BSU_31540,3239930,3241009,1,ABC transporter guanosine-binding protein NupN
644,BSU_16600,1732281,1733396,1,Transcription termination/antitermination protein NusA
645,BSU_19360,2107505,2108758,-1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)
646,BSU_13140,1380978,1381403,1,Organic hydroperoxide resistance protein OhrA
647,BSU_13160,1382020,1382430,1,Organic hydroperoxide resistance protein OhrB (General stress protein 17o) (Gsp17o)
648,BSU_13150,1381434,1381877,-1,Organic hydroperoxide resistance transcriptional regulator
649,BSU_33840,3471266,3471823,1,HTH-type transcriptional repressor OpcR
650,BSU_11430,1219849,1221486,1,Oligopeptide-binding protein OppA (Stage 0 sporulation protein KA)
651,BSU_02980,321013,322269,1,Glycine betaine transport ATP-binding protein OpuAA (EC 7.6.2.9) (Quaternary-amine-transporting ATPase)
652,BSU_03000,323119,324000,1,Glycine betaine-binding protein OpuAC
653,BSU_33700,3459806,3460486,-1,Choline transport system permease protein OpuBD
654,BSU_33800,3467546,3468235,-1,Glycine betaine/carnitine/choline transport system permease protein OpuCD
655,BSU_06660,726840,728318,-1,Osmoregulated proline transporter OpuE (Osmoprotectant uptake) (Proline uptake system)
656,BSU_33240,3410466,3411623,1,Oxalate decarboxylase OxdC (EC 4.1.1.2)
657,BSU_18670,2037601,2038779,-1,Oxalate decarboxylase OxdD (EC 4.1.1.2)
658,BSU_00740,82864,84276,1,Aminodeoxychorismate synthase component 1 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 1)
659,BSU_00760,84874,85755,1,Aminodeoxychorismate lyase (EC 4.1.3.38) (4-amino-4-deoxychorismate lyase) (ADC lyase) (ADCL)
660,BSU_34400,3532325,3532810,-1,Phenolic acid decarboxylase PadC (PAD) (EC 4.1.1.102)
661,BSU_08340,909198,909746,-1,Negative transcription regulator PadR
662,BSU_32150,3304743,3305261,-1,Spermidine/spermine N(1)-acetyltransferase (SSAT) (Protease synthase and sporulation negative regulatory protein PAI 1) (Spermidine N(1)-acetyltransferase) (SAT) (EC 2.3.1.57)
663,BSU_32140,3304096,3304719,-1,Protease synthase and sporulation protein PAI 2
664,BSU_22430,2353839,2354672,-1,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)
665,BSU_24460,2538697,2539758,-1,Aminopeptidase PapA
666,BSU_13860,1453691,1454782,1,Di/tri-peptidase
667,BSU_18090,1933477,1935444,1,DNA topoisomerase 4 subunit B (EC 5.6.2.2) (Topoisomerase IV subunit B)
668,BSU_14000,1471857,1473038,-1,Probable N-acetyl-LL-diaminopimelate aminotransferase (EC 2.6.1.-) (Putative aminotransferase A)
669,BSU_31440,3228778,3229941,1,Cystathionine beta-lyase PatB (CBL) (EC 4.4.1.13) (Beta-cystathionase PatB) (Cysteine lyase PatB) (Cysteine-S-conjugate beta-lyase PatB)
670,BSU_25000,2581771,2583921,-1,Penicillin-binding protein 2A (PBP-2B) (EC 3.4.16.4)
671,BSU_04140,463934,465940,1,Penicillin-binding protein 3 (PBP 3) (EC 3.4.16.4) (PSPB20) (Penicillin-binding protein C)
672,BSU_31490,3233911,3235785,1,Penicillin-binding protein 4 (PBP 4) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]
673,BSU_10110,1083851,1085995,1,Penicillin-binding protein 1F (PBP-1F) (Penicillin-binding protein F) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]
674,BSU_37510,3849818,3851893,1,Penicillin-binding protein 2D (PBP-2D) (PBP2d) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]
675,BSU_13980,1467748,1469862,1,Penicillin-binding protein H (EC 3.4.16.4)
