,Unnamed: 0,exp,ale,flask,isolate,tech_rep,presence,Reference Seq,Position,Mutation Type,Details,Sequence Change,Gene,coding,organism,left,right,tf,snp_per_tf,dist_to_left
51,68,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,27,108,1,1,1.0,NC_000913,2512759,SNP,intergenic (‑53/‑283),A→C,mntH/nupC,False,Escherichia coli,2512757,2512775,Fur,6.0,2
3442,25,C321.∆A.earlyfix,13,1,2,1,1.0,NC_000913,2662226,SNP,intergenic (‑95/+357),A→T,iscR/trmJ,False,Escherichia coli,2662215,2662239,IscR,3.0,11
4587,24,EEPubiC,1,52,0,2,0.22,NC_000913,122046,SNP,intergenic (‑495/‑46),T→C,aroP/pdhR,False,Escherichia coli,122044,122060,PdhR,9.0,2
4593,24,EEPubiC,2,54,1,1,1.0,NC_000913,122046,SNP,intergenic (‑495/‑46),T→C,aroP/pdhR,False,Escherichia coli,122044,122060,PdhR,9.0,2
3611,1267,CCK_pgi,15,3,0,1,0.6,NC_000913,3088199,SNP,intergenic (+341/‑83),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,13
5885,555,"TOL_1,2-propanediol",7,50,2,1,1.0,NC_000913,3088189,SNP,intergenic (+329/‑95),T→C,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,3
6435,48,tpiKO,1,8,1,1,1.0,NC_000913,3088188,SNP,intergenic (+328/‑96),G→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,2
6436,22,tpiKO,1,28,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,7
6437,22,tpiKO,2,8,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,7
6439,22,tpiKO,3,8,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,7
6446,22,tpiKO,4,8,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,7
6450,22,tpiKO,5,9,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,7
6451,48,tpiKO,6,28,1,1,1.0,NC_000913,3088188,SNP,intergenic (+328/‑96),G→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,2
6452,22,tpiKO,6,8,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,7
6454,22,tpiKO,7,28,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,7
6455,90,tpiKO,10,28,1,1,1.0,NC_000913,3088191,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,5
6456,22,tpiKO,10,9,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,7
3611,1267,CCK_pgi,15,3,0,1,0.6,NC_000913,3088199,SNP,intergenic (+341/‑83),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,13
5885,555,"TOL_1,2-propanediol",7,50,2,1,1.0,NC_000913,3088189,SNP,intergenic (+329/‑95),T→C,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,3
6435,48,tpiKO,1,8,1,1,1.0,NC_000913,3088188,SNP,intergenic (+328/‑96),G→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,2
6436,22,tpiKO,1,28,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,7
6437,22,tpiKO,2,8,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,7
6439,22,tpiKO,3,8,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,7
6446,22,tpiKO,4,8,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,7
6450,22,tpiKO,5,9,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,7
6451,48,tpiKO,6,28,1,1,1.0,NC_000913,3088188,SNP,intergenic (+328/‑96),G→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,2
6452,22,tpiKO,6,8,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,7
6454,22,tpiKO,7,28,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,7
6455,90,tpiKO,10,28,1,1,1.0,NC_000913,3088191,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,5
6456,22,tpiKO,10,9,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,7
176,417,Bop_27_MTPP,17,29,1,1,1.0,NC_000913,2810743,SNP,intergenic (+64/‑27),G→T,ygaH/mprA,False,Escherichia coli,2810727,2810747,MprA,3.0,16
4663,40,GLV,1,55,1,1,1.0,NC_000913,2810740,SNP,intergenic (+61/‑30),A→C,ygaH/mprA,False,Escherichia coli,2810727,2810747,MprA,3.0,13
4700,40,GLV,2,57,1,1,1.0,NC_000913,2810740,SNP,intergenic (+61/‑30),A→C,ygaH/mprA,False,Escherichia coli,2810727,2810747,MprA,3.0,13
6045,73,TOL_hexamethylenediamine,6,50,1,1,1.0,NC_000913,4133696,SNP,intergenic (+190/‑139),A→C,metF/katG,False,Escherichia coli,4133693,4133706,FNR,3.0,3
5555,11,HRD_atpIC_pntB_ndh,3,86,1,1,1.0,NC_000913,4360235,SNP,intergenic (‑204/+161),G→T,cadB/cadC,False,Escherichia coli,4360228,4360242,H-NS,6.0,7
6030,10,TOL_hexamethylenediamine,6,50,2,1,1.0,NC_000913,403627,SNP,intergenic (+26/‑76),T→G,psiF/yaiC,False,Escherichia coli,403615,403629,CsgD,2.0,12
5989,351,TOL_adipic_acid,5,50,1,1,1.0,NC_000913,2822103,SNP,intergenic (‑92/+36),A→C,alaS/recX,False,Escherichia coli,2822080,2822114,AlaS,1.0,23
226,378,Bop_27_TPP,1,36,1,1,1.0,NC_000913,4404668,SNP,intergenic (+85/‑19),C→T,yjeT/purA,False,Escherichia coli,4404665,4404680,PurR,2.0,3
5334,109,HOT_dnaQ,11,56,1,1,1.0,NC_000913,3669340,SNP,intergenic (‑152/‑252),A→G,yhjA/treF,False,Escherichia coli,3669339,3669355,OxyR,4.0,1
5391,109,HOT_dnaQ,12,56,0,1,0.23,NC_000913,3669340,SNP,intergenic (‑152/‑252),A→G,yhjA/treF,False,Escherichia coli,3669339,3669355,OxyR,4.0,1
37,0,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_LowMg-NC_000913_3gb,30,109,1,1,1.0,NC_000913,2498576,SNP,intergenic (‑281/‑95),C→A,alaC/ypdA,False,Escherichia coli,2498550,2498583,SgrR,1.0,26
2138,947,C321.∆A,10,1,2,1,1.0,NC_000913,1810164,SNP,intergenic (+116/‑47),T→C,yniC/ydjM,False,Escherichia coli,1810159,1810178,LexA,10.0,5
5319,241,HOT_dnaQ,11,256,0,1,0.21,NC_000913,2323280,SNP,intergenic (+29/‑167),A→G,atoC/atoD,False,Escherichia coli,2323264,2323283,AtoC,5.0,16
5320,208,HOT_dnaQ,11,256,0,1,0.2,NC_000913,2323283,SNP,intergenic (+32/‑164),G→C,atoC/atoD,False,Escherichia coli,2323264,2323283,AtoC,5.0,19
5790,1030,"TOL_1,2-propanediol",1,50,3,1,1.0,NC_000913,3790211,SNP,intergenic (‑130/+109),T→C,waaH/tdh,False,Escherichia coli,3790199,3790219,PhoB,14.0,12
5844,1030,"TOL_1,2-propanediol",3,50,1,1,1.0,NC_000913,3790211,SNP,intergenic (‑130/+109),T→C,waaH/tdh,False,Escherichia coli,3790199,3790219,PhoB,14.0,12
33,22,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_5_5_MES-NC_000913_3gb,11,111,1,1,1.0,NC_000913,1103390,SNP,intergenic (‑194/‑561),T→C,csgD/csgB,False,Escherichia coli,1103388,1103402,RstA,2.0,2
33,22,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_5_5_MES-NC_000913_3gb,11,111,1,1,1.0,NC_000913,1103390,SNP,intergenic (‑194/‑561),T→C,csgD/csgB,False,Escherichia coli,1103388,1103402,RstA,2.0,2
5320,208,HOT_dnaQ,11,256,0,1,0.2,NC_000913,2323283,SNP,intergenic (+32/‑164),G→C,atoC/atoD,False,Escherichia coli,2323283,2323302,AtoC,5.0,0
5321,503,HOT_dnaQ,11,256,0,1,0.21,NC_000913,2323286,SNP,intergenic (+35/‑161),C→T,atoC/atoD,False,Escherichia coli,2323283,2323302,AtoC,5.0,3
5322,10,HOT_dnaQ,11,256,0,1,0.21,NC_000913,2323291,SNP,intergenic (+40/‑156),T→A,atoC/atoD,False,Escherichia coli,2323283,2323302,AtoC,5.0,8
118,209,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,2323353,SNP,intergenic (+102/‑94),T→G,atoC/atoD,False,Escherichia coli,2323349,2323361,IHF,24.0,4
4659,214,GLV,1,55,1,1,1.0,NC_000913,2323353,SNP,intergenic (+102/‑94),T→G,atoC/atoD,False,Escherichia coli,2323349,2323361,IHF,24.0,4
4696,214,GLV,2,57,1,1,1.0,NC_000913,2323353,SNP,intergenic (+102/‑94),T→G,atoC/atoD,False,Escherichia coli,2323349,2323361,IHF,24.0,4
4299,4312,EEPmenFubiC,1,51,1,1,1.0,NC_000913,1165961,SNP,intergenic (+276/‑124),C→T,ycfP/ndh,False,Escherichia coli,1165949,1165965,PdhR,9.0,12
4307,4324,EEPmenFubiC,3,54,0,1,1.0,NC_000913,1165953,SNP,intergenic (+268/‑132),G→A,ycfP/ndh,False,Escherichia coli,1165949,1165965,PdhR,9.0,4
4311,4141,EEPmenFubiC,4,55,0,1,1.0,NC_000913,1165956,SNP,intergenic (+271/‑129),A→T,ycfP/ndh,False,Escherichia coli,1165949,1165965,PdhR,9.0,7
4320,4141,EEPmenFubiC,9,14,1,1,1.0,NC_000913,1165956,SNP,intergenic (+271/‑129),A→T,ycfP/ndh,False,Escherichia coli,1165949,1165965,PdhR,9.0,7
4518,4085,EEPmenFubiC,12,14,1,1,1.0,NC_000913,1165960,SNP,intergenic (+275/‑125),C→T,ycfP/ndh,False,Escherichia coli,1165949,1165965,PdhR,9.0,11
5875,735,"TOL_1,2-propanediol",7,50,1,1,1.0,NC_000913,1165959,SNP,intergenic (+274/‑126),A→G,ycfP/ndh,False,Escherichia coli,1165949,1165965,PdhR,9.0,10
2136,882,C321.∆A,10,1,1,1,1.0,NC_000913,1754636,SNP,intergenic (‑159/+296),G→A,ydhY/ydhZ,False,Escherichia coli,1754634,1754641,NarP,1.0,2
4717,229,GLV,3,65,1,1,1.0,NC_000913,366335,SNP,intergenic (‑30/+93),C→A,lacZ/lacI,False,Escherichia coli,366322,366343,CRP,24.0,13
4717,229,GLV,3,65,1,1,1.0,NC_000913,366335,SNP,intergenic (‑30/+93),C→A,lacZ/lacI,False,Escherichia coli,366322,366343,CRP,24.0,13
4717,229,GLV,3,65,1,1,1.0,NC_000913,366335,SNP,intergenic (‑30/+93),C→A,lacZ/lacI,False,Escherichia coli,366322,366343,CRP,24.0,13
185,159,Bop_27_MTPP,17,76,1,1,1.0,NC_000913,4376518,SNP,intergenic (+76/‑35),C→A,ecnA/ecnB,False,Escherichia coli,4376517,4376536,OmpR,3.0,1
234,9,C321,1,1,2,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
306,9,C321,2,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
386,9,C321,3,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
468,9,C321,4,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
542,9,C321,5,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
620,9,C321,6,1,2,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
691,9,C321,7,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
766,9,C321,8,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
848,9,C321,9,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
925,9,C321,10,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
1014,9,C321,11,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
1094,9,C321,12,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
1181,9,C321,13,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
1263,9,C321,14,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
1346,7,C321.∆A,0,0,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
1409,7,C321.∆A,1,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
1482,7,C321.∆A,2,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
1563,7,C321.∆A,3,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
1640,7,C321.∆A,4,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
1717,7,C321.∆A,5,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
1788,7,C321.∆A,6,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
1863,7,C321.∆A,7,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
1940,7,C321.∆A,8,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
2012,7,C321.∆A,9,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
2095,7,C321.∆A,10,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
2173,7,C321.∆A,11,1,2,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
2247,7,C321.∆A,12,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
2318,7,C321.∆A,13,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
2391,125,C321.∆A.earlyfix,0,0,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
2458,125,C321.∆A.earlyfix,1,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
2534,125,C321.∆A.earlyfix,2,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
2612,125,C321.∆A.earlyfix,3,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
2693,125,C321.∆A.earlyfix,4,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
2771,125,C321.∆A.earlyfix,5,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
2847,125,C321.∆A.earlyfix,6,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
2923,125,C321.∆A.earlyfix,7,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
3000,125,C321.∆A.earlyfix,8,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
3073,125,C321.∆A.earlyfix,9,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
3150,125,C321.∆A.earlyfix,10,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
3228,125,C321.∆A.earlyfix,11,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
3305,125,C321.∆A.earlyfix,12,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
3387,125,C321.∆A.earlyfix,13,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
3469,125,C321.∆A.earlyfix,14,1,1,1,1.0,NC_000913,28269,SNP,intergenic (+62/‑105),C→T,rihC/dapB,False,Escherichia coli,28252,28271,ArgP,47.0,17
290,611,C321,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
368,611,C321,2,1,2,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
450,611,C321,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
526,611,C321,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
597,611,C321,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
673,611,C321,6,1,2,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
749,611,C321,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
829,611,C321,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
909,611,C321,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
992,611,C321,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1076,611,C321,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1162,611,C321,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1246,611,C321,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1330,611,C321,14,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1395,485,C321.∆A,0,0,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1465,485,C321.∆A,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1543,485,C321.∆A,2,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1622,485,C321.∆A,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1699,485,C321.∆A,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1772,485,C321.∆A,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1847,485,C321.∆A,6,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1923,485,C321.∆A,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
1997,485,C321.∆A,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2074,485,C321.∆A,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2157,485,C321.∆A,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2231,485,C321.∆A,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2302,485,C321.∆A,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2375,485,C321.∆A,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2442,591,C321.∆A.earlyfix,0,0,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2515,591,C321.∆A.earlyfix,1,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2593,591,C321.∆A.earlyfix,2,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2675,591,C321.∆A.earlyfix,3,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2752,591,C321.∆A.earlyfix,4,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2831,591,C321.∆A.earlyfix,5,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2906,591,C321.∆A.earlyfix,6,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
2981,591,C321.∆A.earlyfix,7,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
3054,591,C321.∆A.earlyfix,8,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
3133,591,C321.∆A.earlyfix,9,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
3211,591,C321.∆A.earlyfix,10,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
3289,591,C321.∆A.earlyfix,11,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
3367,591,C321.∆A.earlyfix,12,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
3451,591,C321.∆A.earlyfix,13,1,1,1,1.0,NC_000913,3178015,SNP,intergenic (‑105/‑100),G→A,nudF/tolC,False,Escherichia coli,3178012,3178032,MarA,131.0,3
