",",locus_tag,cog,essential,y-ome,tpm,tpm_ctrl,tpm_all,reg_effect
1075,new_839654_839734_c,No COG category,essential,well-annotated,4153.541551,6536.035029,4022.843782,"SigA,SigB,NagR"
1076,BSU_07690,Amino acid transport and metabolism,essential,well-annotated,3523.244796,5891.012913,3489.972613,"SigA,SigB,NagR"
1077,new_840528_841664_c,No COG category,essential,well-annotated,182.881416,178.5148152,151.0937317,"SigA,SigB,NagR"
1078,BSU_07700,Carbohydrate transport and metabolism,essential,well-annotated,1883.728003,1522.683095,1735.457115,"SigA,NagR"
1079,BSU_07710,No COG category,essential,well-annotated,5532.976308,8827.566079,5869.614342,unknown
1080,new_843132_844096,No COG category,essential,well-annotated,286.9476571,236.6317747,215.8222806,"SigB,AbrB"
1081,new_843997_844071_c,No COG category,essential,well-annotated,6961.261194,15570.20156,7851.213816,unknown
1082,new_844073_844595_c,No COG category,essential,well-annotated,185.0955273,136.9684686,146.499304,unknown
1083,BSU_07720,No COG category,essential,well-annotated,462.1978921,667.0726122,381.2517105,"SigB,AbrB"
1084,BSU_07735,Function unknown,essential,well-annotated,919.2407258,1691.631952,918.1281328,"SigB,AbrB"
1085,BSU_07750,No COG category,essential,well-annotated,564.1113463,2332.239124,464.9397616,"SigB,Abh,AbrB"
1086,BSU_07760,Amino acid transport and metabolism,essential,well-annotated,209.6340522,144.107339,171.813549,"SigB,SigG"
1087,new_846186_849552,No COG category,essential,well-annotated,324.9695589,693.5711121,268.3737953,"SigB,Abh,AbrB"
1088,BSU_07770,No COG category,essential,well-annotated,191.6441729,137.0064496,161.6802895,"SigB,SigG"
1089,BSU_07780,No COG category,essential,well-annotated,206.4883445,144.3772881,169.7832116,"SigB,SigG"
1090,BSU_07790,No COG category,essential,well-annotated,191.9353856,128.213112,158.6111079,"SigB,SigG"
1091,BSU_07800,Carbohydrate transport and metabolism,essential,well-annotated,649.9261775,157.291838,296.8005592,"SigA,PhoP,TreR,CcpA"
1092,BSU_07810,No COG category,essential,well-annotated,591.1952942,177.8725407,279.0635716,"SigA,PhoP,TreR,CcpA"
1093,BSU_07820,Transcription,essential,well-annotated,3094.763599,3658.153759,2475.835935,"SigA,PhoP,TreR,CcpA"
1094,BSU_07830,Energy production and conversion,essential,well-annotated,2235.532559,1718.221126,1787.465895,"SigA,HypR"
1095,BSU_07840,Nucleotide transport and metabolism,essential,well-annotated,1288.570746,2979.80044,1403.000687,"PhoP,CcpA"
1096,BSU_07850,Function unknown,essential,well-annotated,783.141616,2460.097877,620.8926314,"SigB,Fur"
1097,new_860294_861944,No COG category,essential,well-annotated,214.5025398,173.3807598,170.6267461,"SigB,Fur"
1098,BSU_07860,Amino acid transport and metabolism,essential,well-annotated,761.7029153,1432.182869,803.0243918,unknown
1099,new_861494_861585_c,No COG category,essential,well-annotated,1045.970627,2285.192524,1160.877479,unknown
1100,BSU_07870,Function unknown,essential,well-annotated,2716.698213,7384.067368,2909.690523,unknown
1101,BSU_07880,Signal transduction,essential,well-annotated,1571.713058,3729.586572,1307.594954,"SigA,SigB"
1102,BSU_07890,Function unknown,essential,well-annotated,1640.877267,3685.385957,1397.565321,"SigA,SigB"
1103,BSU_07900,Function unknown,essential,well-annotated,1079.217423,1930.01989,914.6652304,"SigA,SigB"
1104,new_863681_863837,No COG category,essential,well-annotated,1469.261891,2919.28632,1039.230527,unknown
1105,BSU_07910,Amino acid transport and metabolism,essential,well-annotated,621.415722,679.6273023,638.2376915,unknown
1106,new_864500_865153,No COG category,essential,well-annotated,357.5444022,830.3063952,268.2993966,"SigB,SigG"
1107,BSU_07920,Inorganic ion transport and metabolism,essential,well-annotated,381.9023515,705.5477918,281.8727105,"SigB,SigG"
1108,BSU_07930,Function unknown,essential,well-annotated,741.7683724,1176.348651,488.8676058,"SigB,SigG"
1109,BSU_07940,Cell wall/membrane/envelope biogenesis,essential,well-annotated,1554.758234,1742.689708,1548.547584,unknown
1110,BSU_07955,Function unknown,essential,well-annotated,1575.001559,2159.826935,1535.933459,unknown
1111,BSU_07970,Function unknown,essential,well-annotated,2221.160722,3931.325218,2538.833379,unknown
1112,BSU_07980,Carbohydrate transport and metabolism,essential,well-annotated,804.23734,1016.081211,673.3440321,SigG
1113,BSU_07990,Lipid transport and metabolism,essential,well-annotated,1449.247536,2054.967697,1377.656022,YclJ
1114,BSU_08000,Inorganic ion transport and metabolism,essential,well-annotated,1102.752097,1488.14563,1102.834049,unknown
1115,BSU_08010,No COG category,essential,well-annotated,1200.088659,1754.689443,1244.06832,unknown
1116,new_873289_873401,No COG category,essential,well-annotated,2237.297237,3085.9522,2386.697484,unknown
1117,BSU_08020,"Translation, ribosomal structure and biogenesis",essential,well-annotated,2430.831587,3383.263903,2416.494507,unknown
1118,new_875144_875427,No COG category,essential,well-annotated,1378.011497,2131.125737,1246.355574,unknown
1119,BSU_08029,No COG category,essential,well-annotated,1291.183759,1744.260738,1172.441317,unknown
1120,new_875695_876176,No COG category,essential,well-annotated,579.7260672,779.281091,596.0543187,unknown
1121,new_876178_876425,No COG category,essential,well-annotated,1250.51279,2034.135402,1293.890667,unknown
1122,BSU_08030,"Translation, ribosomal structure and biogenesis",essential,well-annotated,1338.114911,2397.641093,1441.345015,unknown
1123,new_877404_877496,No COG category,essential,well-annotated,3046.831882,6962.067084,3106.016977,unknown
1124,BSU_08040,Function unknown,essential,well-annotated,861.4964857,1464.406127,915.5849891,unknown
1125,BSU_08050,No COG category,essential,well-annotated,885.2976952,1338.313137,940.8037497,unknown
1126,BSU_08060,Energy production and conversion,essential,well-annotated,426.5622238,129.9758698,166.0357386,"SigL,AcoR,Fnr,CcpA"
1127,BSU_08070,Energy production and conversion,essential,well-annotated,451.8631253,133.5373958,170.4435269,"SigL,AcoR,Fnr,CcpA"
1128,BSU_08080,Energy production and conversion,essential,well-annotated,530.2419745,206.1570517,224.6367254,"SigL,AcoR,Fnr,CcpA"
1129,BSU_08090,Energy production and conversion,essential,well-annotated,609.8311746,243.8753275,272.4693235,"SigL,AcoR,Fnr,CcpA"
1130,BSU_08100,Transcription,essential,well-annotated,788.3358952,322.2641733,534.538481,"SigA,CcpA"
1131,BSU_08110,Function unknown,essential,well-annotated,1283.591586,452.2886555,830.5366369,"SigA,SigG,CcpA"
1132,BSU_08120,Function unknown,essential,well-annotated,1644.996892,2052.689928,1567.445971,unknown
1133,BSU_08130,Function unknown,essential,well-annotated,1336.69084,2098.001509,1259.032667,unknown
1134,new_886682_886774_c,No COG category,essential,well-annotated,1545.026391,2357.431278,1488.764661,unknown
1135,BSU_08140,Function unknown,essential,well-annotated,1765.302168,2740.835448,1690.225477,unknown
1136,new_887222_887809,No COG category,essential,well-annotated,261.9835935,130.9252909,180.4430792,unknown
1137,BSU_08150,Function unknown,essential,well-annotated,1335.080057,2814.182158,1454.290735,unknown
1138,BSU_08160,Function unknown,essential,well-annotated,961.9118214,2164.472867,997.4840761,unknown
1139,BSU_08170,Function unknown,essential,well-annotated,881.7635851,1884.67494,884.9314462,unknown
1140,BSU_08180,Carbohydrate transport and metabolism,essential,well-annotated,1018.200211,482.304346,651.6935924,"SigA,GlvR,CcpA"
1141,BSU_08190,Transcription,essential,well-annotated,1309.329084,1288.69934,1025.278406,"SigA,GlvR,CcpA"
1142,BSU_08200,No COG category,essential,well-annotated,407.5782337,170.910829,246.142505,"SigA,GlvR,CcpA"
1143,BSU_08210,Defense mechanisms,essential,well-annotated,700.4326628,851.5220037,645.7804697,unknown
1144,BSU_08220,Defense mechanisms,essential,well-annotated,936.3338683,1020.457229,804.6959715,unknown
1145,BSU_08230,Function unknown,essential,well-annotated,535.9002395,919.4963261,493.9769795,"SigA,CatR,YodB,Fur"
1146,BSU_08240,Function unknown,essential,well-annotated,476.9637326,736.0704274,419.1143185,"SigA,CatR,YodB,Fur"
1147,BSU_08250,Transcription,essential,well-annotated,297.0336732,429.7935435,304.5636596,unknown
1148,BSU_08260,No COG category,essential,well-annotated,282.6659707,195.8085566,238.3189728,unknown
1149,BSU_08270,Carbohydrate transport and metabolism,essential,well-annotated,331.8454482,229.9697033,279.2667493,unknown
1150,BSU_08280,Function unknown,essential,well-annotated,439.822845,335.5304757,363.4592973,unknown
1151,BSU_08290,Signal transduction,essential,well-annotated,798.9973351,1177.164316,812.3175479,unknown
1152,BSU_08300,Transcription,essential,well-annotated,1038.055425,1487.526856,1068.558368,unknown
1153,BSU_08310,Defense mechanisms,essential,well-annotated,146.9874742,134.8208672,141.1123063,"LnrK,SigG,SigF"
1154,BSU_08320,Defense mechanisms,essential,well-annotated,147.1225479,138.1220652,142.9235655,"LnrK,SigG,SigF"
1155,BSU_08330,Defense mechanisms,essential,well-annotated,180.2250572,154.6432444,165.3810358,"LnrK,SigG,SigF"
1156,new_909123_909197_c,No COG category,essential,well-annotated,2854.879356,5607.336756,3129.138933,unknown
1157,BSU_08340,Transcription,essential,well-annotated,2116.359173,3460.584458,2310.997526,unknown
1158,new_909747_909826_c,No COG category,essential,well-annotated,1895.258813,3754.226557,2102.077289,unknown
1159,BSU_08350,No COG category,essential,well-annotated,776.1334395,1540.838563,840.0026098,unknown
1160,BSU_08360,Carbohydrate transport and metabolism,essential,well-annotated,304.1754526,303.7835628,277.8187192,unknown
1161,new_911330_911718_c,No COG category,essential,well-annotated,345.7330294,397.1389357,317.78341,unknown
1162,BSU_08370,Transcription,essential,well-annotated,1300.542547,1984.555233,1394.130598,"YfiR,TnrA"
1163,BSU_08380,Amino acid transport and metabolism,essential,well-annotated,321.1109793,356.7080589,309.7584868,"YfiR,TnrA"
1164,BSU_08390,Function unknown,essential,well-annotated,3232.71188,5898.776368,3514.734505,unknown
1165,BSU_08400,No COG category,essential,well-annotated,236.9441925,245.622685,203.4316018,unknown
1166,BSU_08410,Transcription,essential,well-annotated,813.0306573,915.4897987,820.4945837,unknown
1167,BSU_08425,Function unknown,essential,well-annotated,1972.215086,3153.197892,2061.67327,unknown
1168,BSU_08440,Inorganic ion transport and metabolism,essential,well-annotated,5703.721845,20921.51927,7525.12588,Fur
1169,new_920382_920473,No COG category,essential,well-annotated,2743.908874,9581.262144,3373.428807,Fur
1170,BSU_08450,Inorganic ion transport and metabolism,essential,well-annotated,1411.093749,3627.349394,1604.213007,Fur
1171,BSU_08460,Inorganic ion transport and metabolism,essential,well-annotated,1327.672918,3146.647814,1479.454897,Fur
1172,BSU_08470,Function unknown,essential,well-annotated,3193.08623,9215.840291,3917.723866,unknown
1173,BSU_08480,Energy production and conversion,essential,well-annotated,8706.734548,23239.63839,10514.91815,Fur
1174,BSU_08490,Function unknown,essential,well-annotated,1093.348148,1254.676744,536.1526485,"SigB,SigG,SigF"
1175,BSU_08500,No COG category,essential,well-annotated,1085.912365,1241.354967,700.1887151,"SigB,SigG,SigF"
1176,BSU_08510,Function unknown,essential,well-annotated,515.9706878,812.7117825,424.4644738,"SigB,SigG,SigF"
1177,new_925460_925632,No COG category,essential,well-annotated,2761.029648,3797.146642,2903.143159,unknown
1178,BSU_08520,Function unknown,essential,well-annotated,2831.134647,4132.216133,2936.333257,unknown
1179,BSU_08530,Function unknown,essential,well-annotated,1612.773947,2161.02493,1677.096513,unknown
1180,new_926651_926919_c,No COG category,essential,well-annotated,230.3376739,151.6182912,172.0161249,unknown
1181,BSU_08540,Amino acid transport and metabolism,essential,well-annotated,381.5557805,473.9200869,324.8883046,unknown
1182,new_928080_928314,No COG category,essential,well-annotated,315.8263411,340.2614736,252.3006303,unknown
1183,BSU_08550,Function unknown,essential,well-annotated,297.6818216,199.2036125,173.9465192,SigG
1184,new_928316_928388,No COG category,essential,well-annotated,1604.322965,1879.977917,1514.682815,unknown
1185,BSU_08560,Function unknown,essential,well-annotated,1442.56324,1671.352124,1260.517122,unknown
1186,BSU_08570,Signal transduction,essential,well-annotated,850.6161868,3935.414824,596.0130048,"SigW,SigB"
1187,new_929322_929389,No COG category,essential,well-annotated,693.8545968,3610.292472,511.2552703,"SigW,SigB"
1188,BSU_08580,Function unknown,essential,well-annotated,2665.416263,4191.642613,2213.018813,"SigW,SigB"
1189,BSU_08590,Function unknown,essential,well-annotated,2019.98288,3457.9469,1737.142031,"SigW,SigB"
1190,new_930671_930735,No COG category,essential,well-annotated,493.6482699,555.098506,423.9352146,"SigB,SigX"
1191,new_930737_930817,No COG category,essential,well-annotated,5844.245368,12125.02415,6383.579916,"SigB,SigX"
1192,BSU_08600,Cell wall/membrane/envelope biogenesis,essential,well-annotated,3101.799721,5339.170851,2974.228966,"SigB,SigX"
1193,new_931808_931878,No COG category,essential,well-annotated,1273.852398,2049.704187,1209.252663,"SigB,SigX"
1194,BSU_08610,Function unknown,essential,well-annotated,1120.317739,1950.732172,1014.673599,"SigB,SigX"
1195,BSU_08620,Function unknown,essential,well-annotated,1822.20561,1900.548333,1714.889615,SigK
1196,new_935441_935588_c,No COG category,essential,well-annotated,2199.121595,3084.882876,2261.634374,SigK
1197,new_935578_935655,No COG category,essential,well-annotated,2079.496755,3638.681349,2108.351946,"SigA,SigG,YfhP"
1198,BSU_08630,"Replication, recombination and repair",essential,well-annotated,1547.594241,2536.107176,1563.593742,"SigA,SigG,YfhP"
1199,new_936766_937078,No COG category,essential,well-annotated,4886.536044,10932.98705,5870.428099,"SigA,SigG,YfhP"
1200,BSU_08640,Function unknown,essential,well-annotated,264.0117363,132.2203107,163.6874609,SigE
1201,BSU_08650,Lipid transport and metabolism,essential,well-annotated,4377.010658,9112.934609,4857.000771,"SpoVT,SigA,SigG,YfhP"
1202,BSU_08660,Function unknown,essential,well-annotated,20467.43335,34124.02015,18188.00897,"SpoVT,SigA,SigG,YfhP"
1203,BSU_08670,Function unknown,essential,well-annotated,749.0297804,539.5077972,549.5664032,unknown
1204,new_938656_938730,No COG category,essential,well-annotated,8823.789065,16555.2365,9217.75687,unknown
1205,BSU_08680,"Translation, ribosomal structure and biogenesis",essential,well-annotated,5517.87379,7379.973907,5614.3372,unknown
1206,BSU_08690,Defense mechanisms,essential,well-annotated,1745.651172,2461.633044,1712.870065,unknown
1207,BSU_08700,Function unknown,essential,well-annotated,2547.258817,3336.685509,2309.716392,unknown
1208,new_942230_942320_c,No COG category,essential,well-annotated,3298.871137,5815.953422,3169.852511,unknown
1209,BSU_08710,Coenzyme transport and metabolism,essential,well-annotated,3683.724559,5301.555501,3768.304938,unknown
1210,new_943787_944498_c,No COG category,essential,well-annotated,337.0085509,216.0767447,254.0555199,unknown
1211,BSU_08720,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,6504.288165,11472.56214,7232.356109,unknown
1212,BSU_08730,Inorganic ion transport and metabolism,essential,well-annotated,5988.796188,4268.164308,5407.889658,"PerR,SigA"
1213,BSU_08740,Function unknown,essential,well-annotated,3775.78129,4091.459909,3694.593694,unknown
1214,new_945324_945415,No COG category,essential,well-annotated,419.498952,349.2460528,371.9590527,unknown
1215,new_945417_945519,No COG category,essential,well-annotated,3024.283802,8202.795805,3670.726729,unknown
1216,BSU_08750,Function unknown,essential,well-annotated,3193.50103,5271.142577,3436.561351,unknown
1217,new_946423_946695,No COG category,essential,well-annotated,17254.20753,44511.79314,18218.92228,unknown
1218,new_951346_951431,No COG category,essential,well-annotated,7337.055472,5926.645293,7864.013048,unknown
1219,BSU__tRNA_30,No COG category,essential,well-annotated,16734.1271,37227.98731,20459.02822,unknown
1220,BSU__tRNA_38,No COG category,essential,well-annotated,15220.68809,27732.69114,16928.30611,unknown
1221,BSU__tRNA_42,No COG category,essential,well-annotated,6584.607776,9212.646878,7148.872467,unknown
1222,new_952948_953024,No COG category,essential,well-annotated,6428.274073,8582.605673,6874.075586,unknown
1223,new_953026_953194,No COG category,essential,well-annotated,779.0980008,843.1234058,762.6091337,unknown
1224,BSU__tRNA_44,No COG category,essential,well-annotated,1555.500337,776.6388139,1485.723569,unknown
1225,BSU_08760,Function unknown,essential,well-annotated,8518.054993,14643.7761,9235.024031,"SigW,SigH"
1226,BSU_08770,Function unknown,essential,well-annotated,495.1987654,410.9160865,358.5424181,unknown
1227,BSU_08779,No COG category,essential,well-annotated,320.4206163,257.1738244,257.1738244,unknown
1228,BSU_08780,Amino acid transport and metabolism,essential,well-annotated,1420.112718,2583.300933,1558.616199,unknown
1229,BSU__misc_RNA_11,No COG category,essential,well-annotated,8954.300632,39013.88369,16935.34786,Thi-box
1230,BSU_08790,Coenzyme transport and metabolism,essential,well-annotated,6258.218435,48483.29065,16369.24317,Thi-box
1231,new_957688_958613,No COG category,essential,well-annotated,605.6420028,2120.957505,841.7219911,Thi-box
1232,BSU_08800,Energy production and conversion,essential,well-annotated,194.2065791,143.0424954,161.3723954,unknown
1233,BSU_08810,No COG category,essential,well-annotated,177.5468694,139.3336587,151.3138253,unknown
1234,BSU_08820,Inorganic ion transport and metabolism,essential,well-annotated,4775.003525,2732.867881,3149.593664,PerR
1235,new_961009_961338,No COG category,essential,well-annotated,246.7396088,159.653459,177.6384404,unknown
1236,BSU_08830,Inorganic ion transport and metabolism,essential,well-annotated,180.4080067,138.3040889,147.8509804,"SigA,CymR"
1237,BSU_08840,Cell wall/membrane/envelope biogenesis,essential,well-annotated,178.8279749,135.5423613,147.8919791,"SigA,CymR"
1238,BSU_08850,Inorganic ion transport and metabolism,essential,well-annotated,181.0029512,146.9111414,148.071482,"SigA,CymR"
1239,BSU_08860,Energy production and conversion,essential,well-annotated,231.9007963,190.7712556,188.6541465,"SigA,CymR"
1240,BSU_08870,No COG category,essential,well-annotated,916.2502053,1065.858346,861.4361159,"SigA,CymR"
1241,new_965798_965868,No COG category,essential,well-annotated,259.4687649,182.1394977,199.3279209,"SigA,CymR"
1242,BSU_08880,"Translation, ribosomal structure and biogenesis",essential,well-annotated,427.1774717,202.4188731,239.3702419,"Zur,YlxR"
1243,BSU_08890,Function unknown,essential,well-annotated,1163.884103,1627.565625,1190.209646,unknown
1244,BSU_08899,Transcription,essential,well-annotated,1297.406542,2242.512016,1312.45296,unknown
1245,new_967139_967321,No COG category,essential,well-annotated,923.7496136,1494.347541,889.1604696,unknown
1246,BSU_08900,Function unknown,essential,well-annotated,864.9227899,1010.252356,818.9888498,unknown
1247,new_967323_967934,No COG category,essential,well-annotated,407.6056357,422.7907491,374.5462325,unknown
1248,BSU_08910,Energy production and conversion,essential,well-annotated,557.0278778,569.6373761,503.3785739,unknown
1249,BSU_08920,Function unknown,essential,well-annotated,402.6882846,229.0152723,241.0853207,SigE
1250,BSU_08930,"Translation, ribosomal structure and biogenesis",essential,well-annotated,5274.712181,6411.294658,5317.053001,SigE
1251,BSU_08940,Transcription,essential,well-annotated,1389.179182,2341.958831,1415.896407,unknown
1252,BSU_08950,Cell wall/membrane/envelope biogenesis,essential,well-annotated,1106.275328,1631.518917,1151.820349,unknown
1253,BSU_08960,Cell wall/membrane/envelope biogenesis,essential,well-annotated,1348.650592,2000.437722,1378.897975,unknown
1254,new_972833_973008_c,No COG category,essential,well-annotated,2057.599083,2141.936507,2198.189428,unknown
1255,BSU_08970,Signal transduction,essential,well-annotated,527.9198325,269.361528,214.2869228,SigE
1256,new_975132_975230,No COG category,essential,well-annotated,411.5705713,251.2883539,184.1834982,SigE
1257,BSU_08980,Function unknown,essential,well-annotated,847.4264107,558.1078003,464.7464388,SigE
1258,BSU_08990,No COG category,essential,well-annotated,1399.017538,2858.415645,1365.865775,unknown
1259,BSU_09000,Defense mechanisms,essential,well-annotated,1595.11035,2131.421195,1457.216984,unknown
1260,BSU_09010,No COG category,essential,well-annotated,1795.776624,2267.677869,1613.636604,unknown
1261,BSU_09020,Function unknown,essential,well-annotated,1477.866246,1749.34606,1272.455951,unknown
1262,BSU_09030,Function unknown,essential,well-annotated,882.970536,773.415571,773.415571,unknown
1263,BSU_09040,No COG category,essential,well-annotated,240.4910231,327.7154774,233.778752,unknown
1264,BSU_09050,No COG category,essential,well-annotated,1084.664649,2294.875226,1219.057111,unknown
1265,BSU_09060,Transcription,essential,well-annotated,1064.215262,2340.660534,1188.602001,unknown
1266,BSU_09070,Defense mechanisms,essential,well-annotated,965.0167168,2053.828496,1086.031324,unknown
1267,BSU_09080,No COG category,essential,well-annotated,1100.807287,2609.938325,1322.910733,unknown
1268,BSU_09090,No COG category,essential,well-annotated,972.1441255,1643.664346,1112.083962,unknown
1269,BSU_09100,Transcription,essential,well-annotated,29149.44693,53952.41806,33575.00514,SigA
1270,new_984466_984593_c,No COG category,essential,well-annotated,58334.85052,86493.25434,72297.09208,SigA
1271,new_984595_985733_c,No COG category,essential,well-annotated,893.5519133,1612.630279,934.3051435,unknown
1272,new_984790_984900,No COG category,essential,well-annotated,3639.479356,8970.048063,4366.91883,unknown
1273,BSU_09110,Cell wall/membrane/envelope biogenesis,essential,well-annotated,2658.716366,5957.535798,3224.813472,unknown
1274,BSU_09120,Signal transduction,essential,well-annotated,1930.489495,4097.13581,2085.821521,unknown
1275,BSU_09130,Intracellular trafficking and secretion,essential,well-annotated,1441.695703,3787.158272,1377.274107,CymR
1276,new_988013_988416_c,No COG category,essential,well-annotated,220.9356931,158.924749,158.7045852,"SigB,SigG,SigF"
1277,BSU_09140,Function unknown,essential,well-annotated,461.2008981,524.0642914,226.913715,"SigB,SigG,SigF"
1278,BSU_09150,Function unknown,essential,well-annotated,870.7116612,646.3178382,532.8552987,"SigG,SigF"
1279,BSU_09165,Function unknown,essential,well-annotated,353.2347992,939.2725258,187.2082236,"SigK,SigE"
1280,BSU_09180,Cell wall/membrane/envelope biogenesis,essential,well-annotated,578.91212,582.0502903,283.2829574,SigG
1281,BSU_09190,No COG category,essential,well-annotated,894.1895369,1204.31744,885.1634066,unknown
1282,BSU_09200,Cell wall/membrane/envelope biogenesis,essential,well-annotated,1289.656584,1696.916664,1218.507994,unknown
1283,BSU_09210,"Translation, ribosomal structure and biogenesis",essential,well-annotated,704.4445035,857.801483,648.6516072,unknown
1284,new_996597_997083_c,No COG category,essential,well-annotated,688.8442682,948.6946493,685.3988685,unknown
1285,BSU_09220,Function unknown,essential,well-annotated,352.9774803,429.4957365,334.1611029,unknown
1286,BSU_09230,Function unknown,essential,well-annotated,644.1359424,865.0861493,307.5548678,SigG
1287,BSU_09240,Function unknown,essential,well-annotated,1996.840241,4280.904689,1858.341591,unknown
1288,BSU_09250,Transcription,essential,well-annotated,3015.137664,5345.465972,2809.115055,unknown
1289,BSU_09259,No COG category,essential,well-annotated,356.0938461,361.4870113,328.4887154,unknown
1290,new_1000282_1000363,No COG category,essential,well-annotated,4446.263175,5869.004097,4511.213969,SigA
1291,BSU_09260,Amino acid transport and metabolism,essential,well-annotated,2807.803949,2977.529322,2761.047515,SigA
1292,BSU_09270,Transcription,essential,well-annotated,2446.301123,2147.585717,2348.298353,SigA
1293,new_1002410_1002500,No COG category,essential,well-annotated,2591.828958,551.9523827,2306.756489,"ResD,SigA,GlpP,CcpA,AbrB"
1294,BSU_09280,Carbohydrate transport and metabolism,essential,well-annotated,1575.686114,354.317767,1423.967003,"ResD,SigA,GlpP,CcpA,AbrB"
1295,BSU_09290,Energy production and conversion,essential,well-annotated,2848.956413,1880.108231,2369.39005,"ResD,SigA,GlpP,CcpA,AbrB"
1296,new_1004835_1004923,No COG category,essential,well-annotated,3168.006445,3032.306772,2803.085432,"ResD,SigA,GlpP,CcpA,AbrB"
1297,BSU_09300,Energy production and conversion,essential,well-annotated,1397.435583,633.8949656,997.2421143,"SigA,GlpP,CcpA,AbrB"
1298,new_1006655_1006728,No COG category,essential,well-annotated,830.1295881,1225.538422,545.3354001,"SigA,GlpP,CcpA,AbrB"
1299,BSU_09310,Carbohydrate transport and metabolism,essential,well-annotated,7331.742982,11137.2081,7224.089243,unknown
1300,new_1008553_1008622,No COG category,essential,well-annotated,255.7152959,186.6898911,222.1129963,unknown
1301,BSU_09320,Signal transduction,essential,well-annotated,1235.032669,1765.1805,1217.241744,"SigA,LiaR"
1302,BSU_09330,Transcription,essential,well-annotated,2133.768728,3150.139494,2159.52754,"SigA,LiaR"
1303,BSU_09340,Function unknown,essential,well-annotated,1421.226036,1482.894247,1356.525075,"SigA,LiaR"
1304,BSU_09350,Function unknown,essential,well-annotated,404.3886542,401.9855968,244.7559293,SigG
1305,BSU_09360,Function unknown,essential,well-annotated,398.0560088,273.1974107,279.5863274,unknown
1306,new_1011751_1013617,No COG category,essential,well-annotated,336.7322973,201.6486588,251.80271,unknown
1307,BSU_09370,Cell wall/membrane/envelope biogenesis,essential,well-annotated,5928.915085,15870.94046,9007.118958,"SinR,SigD,SlrR"
1308,BSU_09380,Transcription,essential,well-annotated,8736.906979,13756.25363,9395.47249,unknown
1309,new_1013861_1013971,No COG category,essential,well-annotated,481.493148,292.6028477,366.9271888,unknown
1310,BSU_09390,Cell wall/membrane/envelope biogenesis,essential,well-annotated,366.6177184,1534.337347,268.1878373,SigB
1311,BSU_09400,Function unknown,essential,well-annotated,482.3104965,307.6828029,258.9087657,SigE
1312,BSU_09410,No COG category,essential,well-annotated,666.5089851,640.6532912,507.0906981,"SigA,SigG,PhoP"
1313,new_1018497_1020028_c,No COG category,essential,well-annotated,794.7958027,384.7559962,786.0896257,"SigA,SigG,PhoP"
1314,new_1018650_1018937,No COG category,essential,well-annotated,2855.450015,7885.027111,3292.687772,"Spo0A,SigA,SigI,WalR,SigH"
1315,BSU_09420,No COG category,essential,well-annotated,8179.363735,38367.57599,9263.553485,"Spo0A,SigA,SigI,WalR,SigH"
1316,BSU_09430,Transcription,essential,well-annotated,997.4094157,1580.866691,1051.47585,SigA
1317,BSU_09440,Energy production and conversion,essential,well-annotated,774.8438621,1330.266885,784.9190152,"SigA,CitR"
1318,BSU_09450,No COG category,essential,well-annotated,799.8045045,1444.946138,681.5142439,"SigA,SigB,CitR"
1319,new_1023253_1023349,No COG category,essential,well-annotated,1893.180625,6936.056811,2754.739152,CodY
1320,BSU_09460,No COG category,essential,well-annotated,1413.118634,2978.561434,2047.574175,CodY
1321,BSU_09470,Function unknown,essential,well-annotated,994.4823652,1468.166629,1032.731857,unknown
1322,BSU_09480,No COG category,essential,well-annotated,432.0937952,476.8527411,422.4392279,unknown
1323,BSU_09490,Transcription,essential,well-annotated,964.9043546,1262.353279,963.673084,unknown
1324,BSU_09500,Function unknown,essential,well-annotated,1577.784356,1689.288476,1585.805369,"SigM,SigA"
1325,BSU_09510,Function unknown,essential,well-annotated,2695.291763,3897.950352,2763.63237,"SigM,SigA"
1326,BSU_09520,Transcription,essential,well-annotated,2566.966462,4078.152473,2662.37855,"SigM,SigA"
1327,new_1030069_1030171_c,No COG category,essential,well-annotated,2199.355185,3981.510094,2441.665747,"SigM,SigA"
1328,BSU_09530,Energy production and conversion,essential,well-annotated,1251.937244,8278.19203,1148.312824,"SigB,FapR"
1329,BSU_09540,Lipid transport and metabolism,essential,well-annotated,5044.172686,6612.132868,5274.066329,"SigB,FapR"
1330,new_1032054_1034008,No COG category,essential,well-annotated,433.4253877,414.7505258,402.5153524,unknown
1331,BSU_09550,Function unknown,essential,well-annotated,10876.14922,17814.93995,11715.24902,unknown
1332,BSU_09560,Transcription,essential,well-annotated,10493.51941,19112.11739,11320.1072,unknown
1333,BSU_09570,Amino acid transport and metabolism,essential,well-annotated,2445.442179,6056.21203,2730.406427,unknown
1334,new_1035257_1035395,No COG category,essential,well-annotated,721.0978431,1525.535461,759.2072715,unknown
1335,new_1035397_1035553,No COG category,essential,well-annotated,15665.57685,24744.15234,18799.41307,unknown
1336,BSU_09590,Inorganic ion transport and metabolism,essential,well-annotated,12152.44696,16216.78263,13660.75879,unknown
1337,BSU_09600,Cell cycle control and cell division,essential,well-annotated,1112.759794,1582.950032,1187.366829,unknown
1338,BSU_09610,Cell cycle control and cell division,essential,well-annotated,1569.461032,2494.439563,1692.335628,unknown
