TU,Strand,Start,End,Len ,MU Assembly,TSS ,Current Annotation Assembly,Promoter,Start,5'UTR Len
TU-1047,FWD,1702571,1702921,350,MU-638,1702412,blr,blr,1702575,163
TU-1048,FWD,1702571,1702921,350,MU-638,1702536,blr,blr,1702575,39
TU-1049,FWD,1702971,1703046,75,MU-639,1702879,cnu,cnu,1702973,94
TU-1050,FWD,1703096,1710096,7000,MU-640;MU-641,1703230,ydgK;rsxA;rsxB;rsxC;rsxD;rsxG;rsxE;nth,ydgK,1703274,44
TU-1051,FWD,1703746,1710096,6350,MU-641,,rsxA;rsxB;rsxC;rsxD;rsxG;rsxE;nth,rsxA,1703791,
TU-1052,FWD,1710796,1712296,1500,MU-642,1710713,tppB,tppB,1710793,80
TU-1053,FWD,1712396,1713246,850,MU-643,1712376,gst,gst,1712401,25
TU-1054,FWD,1717796,1718721,925,MU-644,1717775,slyB,slyB,1717900,125
TU-1055,FWD,1717796,1718721,925,MU-644,1717783,slyB,slyB,1717900,117
TU-1056,FWD,1717796,1718721,925,MU-644,1717794,slyB,slyB,1717900,106
TU-1057,FWD,1717796,1718721,925,MU-644,1717801,slyB,slyB,1717900,99
TU-1058,FWD,1717796,1718721,925,MU-644,1717842,slyB,slyB,1717900,58
TU-1059,FWD,1717796,1718721,925,MU-644,1717855,slyB,slyB,1717900,45
TU-1060,FWD,1717796,1718721,925,MU-644,1717893,slyB,slyB,1717900,7
TU-1061,FWD,1718796,1722046,3250,MU-645,1718960,ydhI;ydhJ;ydhK,ydhI,1719049,89
TU-1062,FWD,1718796,1722046,3250,MU-645,1719022,ydhI;ydhJ;ydhK,ydhI,1719049,27
TU-1063,FWD,1724071,1725771,1700,MU-646,1724047,ydhM;nemA,ydhM,1724047,0
TU-1064,FWD,1724071,1725771,1700,MU-646,1724064,ydhM;nemA,ydhM,1724047,-17
TU-1065,FWD,1725846,1726265,419,MU-647,1725785,gloA,gloA,1725861,76
TU-1066,FWD,1725846,1726265,419,MU-647,1725824,gloA,gloA,1725861,37
TU-1067,FWD,1725846,1726265,419,MU-647,1725833,gloA,gloA,1725861,28
TU-1068,FWD,1726365,1731490,5125,MU-648,1726343,rnt;lhr,rnt,1726371,28
TU-1069,FWD,1732440,1733215,775,MU-649,1732405,ydhO,ydhO,1732459,54
TU-1070,FWD,1733365,1734090,725,MU-650,1733349,sodB,sodB,1733402,53
TU-1071,FWD,1733365,1734090,725,MU-650,1733362,sodB,sodB,1733402,40
TU-1072,FWD,1733365,1734090,725,MU-650,1733380,sodB,sodB,1733402,22
TU-1073,FWD,1735740,1736990,1250,MU-651,1735712,purR,purR,1735868,156
TU-1074,FWD,1735740,1736990,1250,MU-651,1735720,purR,purR,1735868,148
TU-1075,FWD,1737990,1738890,900,MU-652,1737904,ydhC,ydhC,1737935,31
TU-1076,FWD,1739240,1740565,1325,MU-653,1739225,cfa,cfa,1739437,212
TU-1077,FWD,1739240,1740565,1325,MU-653,1739338,cfa,cfa,1739437,99
TU-1078,FWD,1739240,1740565,1325,MU-653,1739404,cfa,cfa,1739437,33
TU-1079,FWD,1741415,1742840,1425,MU-654,1741414,mdtK,mdtK,1741481,67
TU-1080,FWD,1744465,1744665,200,MU-655,1744459,valV;valW,valV,1744459,0
TU-1081,FWD,1744715,1744990,275,MU-656,1744697,ydhR,ydhR,1744724,27
TU-1082,FWD,1745165,1746840,1675,MU-657,1745115,ydhS,ydhS,1745155,40
TU-1083,FWD,1753390,1755140,1750,MU-658,1753583,pykF,pykF,1753722,139
TU-1084,FWD,1753390,1755140,1750,MU-658,1753624,pykF,pykF,1753722,98
TU-1085,FWD,1753390,1755140,1750,MU-658,1753637,pykF,pykF,1753722,85
TU-1086,FWD,1753390,1755140,1750,MU-658,1753651,pykF,pykF,1753722,71
TU-1087,FWD,1753390,1755140,1750,MU-658,1753685,pykF,pykF,1753722,37
TU-1088,FWD,1753390,1755140,1750,MU-658,1753695,pykF,pykF,1753722,27
TU-1089,FWD,1753390,1755140,1750,MU-658,1753703,pykF,pykF,1753722,19
TU-1090,FWD,1755415,1755865,450,MU-659,1755407,lpp,lpp,1755445,38
TU-1091,FWD,1755415,1755865,450,MU-659,1755419,lpp,lpp,1755445,26
TU-1092,FWD,1766895,1768145,1250,MU-660,1766794,ydiK,ydiK,1767098,304
TU-1093,FWD,1768396,1768501,105,MU-661,1768396,rprA,rprA,1768396,0
TU-1094,FWD,1768645,1768845,200,MU-662,,ydiL,ydiL,1768639,
TU-1095,FWD,1769095,1770309,1214,MU-663,,ydiM,ydiM,1769095,
TU-1096,FWD,1770530,1772679,2149,MU-664,,ydiN;ydiB,ydiN,1770530,
TU-1097,FWD,1772620,1773445,825,MU-665,1772646,aroD,aroD,1772710,64
TU-1098,FWD,1774045,1774945,900,MU-666,,ydiF;ydiO,ydiF,1773611,
TU-1099,FWD,1777641,1780998,3357,MU-667,,ydiQ;ydiR;ydiS;ydiT,ydiQ,1777641,
TU-1100,FWD,1781055,1782701,1646,MU-668,,fadK,fadK,1781055,
TU-1101,FWD,1785472,1786322,850,MU-669,1785439,ydiA,ydiA,1785469,30
TU-1102,FWD,1786372,1787472,1100,MU-670,1786345,aroH,aroH,1786459,114
TU-1103,FWD,1786372,1787472,1100,MU-670,1786408,aroH,aroH,1786459,51
TU-1104,FWD,1786372,1787472,1100,MU-670,1786444,aroH,aroH,1786459,15
TU-1105,FWD,1787647,1787772,125,MU-671,1787609,ydiE,ydiE,1787637,28
TU-1106,FWD,1797297,1798022,725,MU-672,1797314,NT,,,
TU-1107,FWD,1801118,1803017,1899,MU-673,,arpB,arpB,1801118,
TU-1108,FWD,1803222,1803297,75,MU-674,1803158,yniD,yniD,1803189,31
TU-1109,FWD,1804347,1805322,975,MU-675,1804346,pfkB,pfkB,1804394,48
TU-1110,FWD,1804347,1805322,975,MU-675,1804376,pfkB,pfkB,1804394,18
TU-1111,FWD,1805372,1806722,1350,MU-676;MU-677,1805399,ydiZ;yniA,ydiZ,1805424,25
TU-1112,FWD,1805797,1806722,925,MU-677,1805794,yniA,yniA,1805820,26
TU-1113,FWD,1807347,1808047,700,MU-678,1807303,yniC,yniC,1807404,101
TU-1114,FWD,1807347,1808047,700,MU-678,1807313,yniC,yniC,1807404,91
TU-1115,FWD,1807347,1808047,700,MU-678,1807348,yniC,yniC,1807404,56
TU-1116,FWD,1808247,1808597,350,MU-679,,ydjM,ydjM,1808223,
TU-1117,FWD,1808947,1810672,1725,MU-680,1808906,ydjN,ydjN,1808958,52
TU-1118,FWD,1808947,1810672,1725,MU-680,1808938,ydjN,ydjN,1808958,20
TU-1119,FWD,1808947,1810672,1725,MU-680,1808943,ydjN,ydjN,1808958,15
TU-1120,FWD,1811854,1814229,2375,MU-681,1811839,katE,katE,1811891,52
TU-1121,FWD,1820460,1821335,875,MU-682,1820452,nadE,nadE,1820482,30
TU-1122,FWD,1820460,1821335,875,MU-682,1820460,nadE,nadE,1820482,22
TU-1123,FWD,1821435,1822310,875,MU-683,1821516,cho,cho,1821539,23
TU-1124,FWD,1830435,1831235,800,MU-684,1830423,xthA,xthA,1830452,29
TU-1125,FWD,1831385,1833210,1825,MU-685;MU-686,1831520,ydjX;ydjY;ydjZ;ynjA;ynjB;ynjC;ynjD;ynjE,ydjX,1831425,-95
TU-1126,FWD,1831985,1838735,6750,MU-686;MU-687,1832010,ydjY;ydjZ;ynjA;ynjB;ynjC;ynjD;ynjE,ydjY,1832140,130
TU-1127,FWD,1833360,1838735,5375,MU-687,1833171,ynjA;ynjB;ynjC;ynjD;ynjE,ynjA,1833539,368
TU-1128,FWD,1833360,1838735,5375,MU-687,1833341,ynjA;ynjB;ynjC;ynjD;ynjE,ynjA,1833539,198
TU-1129,FWD,1833360,1838735,5375,MU-687,1833483,ynjA;ynjB;ynjC;ynjD;ynjE,ynjA,1833539,56
TU-1130,FWD,1839510,1839860,350,MU-688,1839484,nudG,nudG,1839514,30
TU-1131,FWD,1840360,1841885,1525,MU-689,1840289,gdhA,gdhA,1840395,106
TU-1132,FWD,1840360,1841885,1525,MU-689,1840332,gdhA,gdhA,1840395,63
TU-1133,FWD,1840360,1841885,1525,MU-689,1840340,gdhA,gdhA,1840395,55
TU-1134,FWD,1840360,1841885,1525,MU-689,1840347,gdhA,gdhA,1840395,48
TU-1135,FWD,1840360,1841885,1525,MU-689,1840356,gdhA,gdhA,1840395,39
TU-1136,FWD,1840360,1841885,1525,MU-689,1840362,gdhA,gdhA,1840395,33
TU-1137,FWD,1840360,1841885,1525,MU-689,1840370,gdhA,gdhA,1840395,25
TU-1138,FWD,1840360,1841885,1525,MU-689,1840385,gdhA,gdhA,1840395,10
TU-1139,FWD,1846835,1848660,1825,MU-690,1846816,sppA,sppA,1846861,45
TU-1140,FWD,1848885,1850535,1650,MU-691,1848858,ansA;pncA,ansA,1848884,26
TU-1141,FWD,1850810,1850885,75,MU-692,,NT,,,
TU-1142,FWD,1860560,1861810,1250,MU-693,1860550,gapA,gapA,1860795,245
TU-1143,FWD,1860560,1861810,1250,MU-693,1860641,gapA,gapA,1860795,154
TU-1144,FWD,1860560,1861810,1250,MU-693,1860750,gapA,gapA,1860795,45
TU-1145,FWD,1860560,1861810,1250,MU-693,1860759,gapA,gapA,1860795,36
TU-1146,FWD,1860560,1861810,1250,MU-693,1860764,gapA,gapA,1860795,31
TU-1147,FWD,1860560,1861810,1250,MU-693,1860768,gapA,gapA,1860795,27
TU-1148,FWD,1860560,1861810,1250,MU-693,1860775,gapA,gapA,1860795,20
TU-1149,FWD,1861860,1862710,850,MU-694,1861848,yeaD,yeaD,1861874,26
TU-1150,FWD,1864793,1868243,3450,MU-695,1864771,yeaG;yeaH,yeaG,1864932,161
TU-1151,FWD,1868409,1869884,1475,MU-696,,yeaI,yeaI,1868409,
TU-1152,FWD,1869318,1869793,475,MU-697,1869267,NT,,,
TU-1153,FWD,1870018,1871418,1400,MU-698,1870070,yeaJ,yeaJ,1870065,-5
TU-1154,FWD,1871568,1872093,525,MU-699,1871568,yeaK,yeaK,1871598,30
TU-1155,FWD,1872143,1872693,550,MU-700,1872376,yeaL,yeaL,1872376,0
TU-1156,FWD,1873697,1874878,1181,MU-701,1873676,yeaN,yeaN,1873697,21
TU-1157,FWD,1874868,1875268,400,MU-702,1874890,yeaO,yeaO,1874933,43
TU-1158,FWD,1874868,1875268,400,MU-702,1874905,yeaO,yeaO,1874933,28
TU-1159,FWD,1875718,1876893,1175,MU-703,1875691,yeaP,yeaP,1875739,48
TU-1160,FWD,1880143,1880693,550,MU-704,1879856,yeaU,yeaU,1879936,80
TU-1161,FWD,1881212,1884834,3622,MU-705,1881168,yeaV;yeaW;yeaX,yeaV,1881212,44
TU-1162,FWD,1891343,1891743,400,MU-706,1891360,yoaB,yoaB,1891391,31
TU-1163,FWD,1891343,1891743,400,MU-706,1891366,yoaB,yoaB,1891391,25
TU-1164,FWD,1891343,1891743,400,MU-706,1891374,yoaB,yoaB,1891391,17
TU-1165,FWD,1891918,1892468,550,MU-707,1892041,yoaC,yoaC,1892097,56
TU-1166,FWD,1892793,1894770,1977,MU-708,1892781,pabB;nudL,pabB,1892829,48
TU-1167,FWD,1894820,1896370,1550,MU-709,1894833,sdaA,sdaA,1894956,123
TU-1168,FWD,1896445,1898070,1625,MU-710,,yoaD,yoaD,1896451,
TU-1169,FWD,1899920,1902770,2850,MU-711;MU-712,1899959,manX;manY;manZ,manX,1900072,113
TU-1170,FWD,1899920,1902770,2850,MU-711;MU-712,1900054,manX;manY;manZ,manX,1900072,18
TU-1171,FWD,1901170,1902770,1600,MU-712,1901068,manY;manZ,manY,1901106,38
TU-1172,FWD,1901170,1902770,1600,MU-712,1901076,manY;manZ,manY,1901106,30
TU-1173,FWD,1902820,1903195,375,MU-713,1902743,yobD,yobD,1902825,82
TU-1174,FWD,1903595,1903995,400,MU-714,1903486,yebN,yebN,1903712,226
TU-1175,FWD,1906195,1906520,325,MU-715,1906179,NT,,,
TU-1176,FWD,1906945,1907170,225,MU-716,1906925,yobH,yobH,1906949,24
TU-1177,FWD,1908300,1909673,1373,MU-717,,yebQ,yebQ,1908300,
TU-1178,FWD,1914270,1918070,3800,MU-718;MU-719,1914178,yebS;yebT,yebS,1914282,104
TU-1179,FWD,1914270,1918070,3800,MU-718;MU-719,1914258,yebS;yebT,yebS,1914282,24
TU-1180,FWD,1915295,1918070,2775,MU-719,1915436,yebT,yebT,1915534,98
TU-1181,FWD,1918245,1919670,1425,MU-720,1918223,rsmF,rsmF,1918247,24
TU-1182,FWD,1919770,1920045,275,MU-721,1919749,yebV,yebV,1919804,55
TU-1183,FWD,1920096,1920471,375,MU-722,1920121,yebW,yebW,1920145,24
TU-1184,FWD,1921071,1921321,250,MU-723,1921090,ryeA,ryeA,1921090,0
TU-1185,FWD,1923046,1923421,375,MU-724,1923112,holE,holE,1923132,20
TU-1186,FWD,1923446,1924246,800,MU-725,1923413,yobB,yobB,1923464,51
TU-1187,FWD,1924271,1924771,500,MU-726,1924122,exoX,exoX,1924144,22
TU-1188,FWD,1928921,1930096,1175,MU-727,1928881,purT,purT,1928905,24
TU-1189,FWD,1934424,1935599,1175,MU-728,1934613,yebK,yebK,1934676,63
TU-1190,FWD,1935624,1937199,1575,MU-729,1935526,pykA,pykA,1935673,147
TU-1191,FWD,1935624,1937199,1575,MU-729,1935566,pykA,pykA,1935673,107
TU-1192,FWD,1935624,1937199,1575,MU-729,1935571,pykA,pykA,1935673,102
TU-1193,FWD,1940649,1942374,1725,MU-730,1940581,znuC;znuB,znuC,1940686,105
TU-1194,FWD,1940649,1942374,1725,MU-730,1940614,znuC;znuB,znuC,1940686,72
TU-1195,FWD,1940649,1942374,1725,MU-730,1940625,znuC;znuB,znuC,1940686,61
TU-1196,FWD,1940649,1942374,1725,MU-730,1940658,znuC;znuB,znuC,1940686,28
TU-1197,FWD,1944275,1944877,602,MU-731,1944248,yebB,yebB,1944275,27
TU-1198,FWD,1948824,1950124,1300,MU-732,1948632,yecD;yecE,yecD,1948856,224
TU-1199,FWD,1948824,1950124,1300,MU-732,1948794,yecD;yecE,yecD,1948856,62
TU-1200,FWD,1950274,1952474,2200,MU-733,1950455,yecN;cmoA;cmoB,yecN,1950290,-165
TU-1201,FWD,1953649,1953874,225,MU-734,1953581,NT,,,
TU-1202,FWD,1958049,1959799,1750,MU-735,1958029,argS,argS,1958086,57
TU-1203,FWD,1959996,1960484,488,MU-736,,yecT,yecT,1959996,
TU-1204,FWD,1970763,1970840,77,MU-737,,C0465,C0465,1970763,
TU-1205,FWD,1977349,1977424,75,MU-738,1977320,NT,,,
TU-1206,FWD,1977699,1978299,600,MU-739,1977744,uspC,uspC,1977777,33
TU-1207,FWD,1980599,1980799,200,MU-740,1980567,NT,,,
TU-1208,FWD,1984802,1985427,625,MU-741,1984821,ftnB,ftnB,1984949,128
TU-1209,FWD,1986246,1986569,323,MU-742,,yecR,yecR,1986246,
TU-1210,FWD,1986727,1987227,500,MU-743,1986706,ftnA,ftnA,1986740,34
TU-1211,FWD,1986727,1987227,500,MU-743,1986724,ftnA,ftnA,1986740,16
TU-1212,FWD,1987702,1988902,1200,MU-744,1987667,tyrP,tyrP,1987705,38
TU-1213,FWD,1993830,1994030,200,MU-745,1993798,yecF,yecF,1993842,44
TU-1214,FWD,1993830,1994030,200,MU-745,1993814,yecF,yecF,1993842,28
TU-1215,FWD,1994905,1995130,225,MU-746,1994856,NT,,,
TU-1216,FWD,1998530,1998730,200,MU-747,1998511,NT,,,
TU-1217,FWD,2001896,2004102,2206,MU-748,2001860,fliD;fliS;fliT,fliD,2001896,36
TU-1218,FWD,2001896,2004102,2206,MU-748,2001866,fliD;fliS;fliT,fliD,2001896,30
TU-1219,FWD,2004173,2005673,1500,MU-749,2004156,amyA,amyA,2004180,24
TU-1220,FWD,2006298,2007723,1425,MU-750,2006264,yedE;yedF,yedE,2006301,37
TU-1221,FWD,2007823,2008523,700,MU-751,2007826,yedK,yedK,2007845,19
TU-1222,FWD,2007823,2008523,700,MU-751,2007831,yedK,yedK,2007845,14
TU-1223,FWD,2008623,2009223,600,MU-752,2008610,yedL,yedL,2008624,14
TU-1224,FWD,2008623,2009223,600,MU-752,2008621,yedL,yedL,2008624,3
TU-1225,FWD,2010526,2010687,161,MU-753,,intG,intG,2010526,
TU-1226,FWD,2011723,2016823,5100,MU-754,2011167,fliF;fliG;fliH;fliI;fliJ;fliK,fliF,2011253,86
TU-1227,FWD,2017748,2018998,1250,MU-755,2017609,fliL;fliM;fliN;fliO;fliP;fliQ;fliR,fliL,2017642,33
TU-1228,FWD,2019112,2021702,2590,MU-756,2018934,fliN;fliO;fliP;fliQ;fliR,fliN,2019112,178
TU-1229,FWD,2021992,2022615,623,MU-757,2021861,rcsA,rcsA,2021992,131
TU-1230,FWD,2022977,2023252,275,MU-758,2022951,yodD,yodD,2023010,59
TU-1231,FWD,2023302,2024427,1125,MU-759,2023477,yedP,yedP,2023535,58
TU-1232,FWD,2027563,2028483,920,MU-760,,yedA,yedA,2027563,
TU-1233,FWD,2031673,2031763,90,MU-761,,rseX,rseX,2031673,
TU-1234,FWD,2032027,2033202,1175,MU-762,2032159,yedS,yedS,2032075,-84
TU-1235,FWD,2033677,2034727,1050,MU-763,2033655,hchA,hchA,2033859,204
TU-1236,FWD,2033677,2034727,1050,MU-763,2033776,hchA,hchA,2033859,83
TU-1237,FWD,2033677,2034727,1050,MU-763,2033785,hchA,hchA,2033859,74
TU-1238,FWD,2033677,2034727,1050,MU-763,2033789,hchA,hchA,2033859,70
TU-1239,FWD,2033677,2034727,1050,MU-763,2033804,hchA,hchA,2033859,55
TU-1240,FWD,2036977,2037677,700,MU-764,2036955,yedX,yedX,2036980,25
TU-1241,FWD,2037752,2039127,1375,MU-765,2037773,yedY;yedZ,yedY,2037502,-271
TU-1242,FWD,2039377,2040127,750,MU-766,2039362,yodA,yodA,2039399,37
TU-1243,FWD,2039377,2040127,750,MU-766,2039368,yodA,yodA,2039399,31
TU-1244,FWD,2039377,2040127,750,MU-766,2039374,yodA,yodA,2039399,25
TU-1245,FWD,2039377,2040127,750,MU-766,2039382,yodA,yodA,2039399,17
TU-1246,FWD,2040152,2041112,960,MU-767,2039935,yodB,yodB,2040392,457
TU-1247,FWD,2041462,2042539,1077,MU-768,2041628,mtfA,mtfA,2041675,47
TU-1248,FWD,2042589,2042739,150,MU-769,2042462,asnT,asnT,2042573,111
TU-1249,FWD,2042962,2050038,7076,MU-770,,yeeJ,yeeJ,2042962,
TU-1250,FWD,2047789,2049889,2100,MU-771,2047956,NT,,,
TU-1251,FWD,2051614,2052989,1375,MU-772,2051590,shiA,shiA,2051667,77
TU-1252,FWD,2053064,2054514,1450,MU-773,2053054,amn,amn,2053085,31
TU-1253,FWD,2054864,2055564,700,MU-774,2054822,yeeN,yeeN,2054882,60
TU-1254,FWD,2054864,2055564,700,MU-774,2054830,yeeN,yeeN,2054882,52
TU-1255,FWD,2054864,2055564,700,MU-774,2054841,yeeN,yeeN,2054882,41
TU-1256,FWD,2054864,2055564,700,MU-774,2054850,yeeN,yeeN,2054882,32
TU-1257,FWD,2054864,2055564,700,MU-774,2054862,yeeN,yeeN,2054882,20
TU-1258,FWD,2057884,2058034,150,MU-775,2057875,asnU,asnU,2057875,0
TU-1259,FWD,2060284,2060359,75,MU-776,,asnV,asnV,2060284,
TU-1260,FWD,2066659,2066909,250,MU-777,2066552,yoeA,yoeA,2066659,107
TU-1261,FWD,2066934,2067209,275,MU-778,,NT,,,
TU-1262,FWD,2068284,2068509,225,MU-779,2068330,yoeA,yoeA,2068294,-36
TU-1263,FWD,2068584,2069234,650,MU-780,2068543,yeeP,yeeP,2068684,141
TU-1264,FWD,2069434,2069459,25,MU-781,2069348,isrC,isrC,2069339,-9
TU-1265,FWD,2069536,2072686,3150,MU-782,2069496,flu,flu,2069563,67
TU-1266,FWD,2069536,2072686,3150,MU-782,2069533,flu,flu,2069563,30
TU-1267,FWD,2072803,2076131,3328,MU-783,,yeeR;yeeS;yeeT;yeeU;yeeV;yeeW,yeeR,2072803,
TU-1268,FWD,2074332,2076131,1799,MU-784,2074114,yeeS;yeeT;yeeU;yeeV;yeeW,yeeS,2074332,218
TU-1269,FWD,2076086,2076136,50,MU-785,2076053,NT,,,
TU-1270,FWD,2076770,2076955,185,MU-786,,yoeF,yoeF,2076770,
TU-1271,FWD,2080786,2082186,1400,MU-787,2080756,sbcB,sbcB,2080780,24
TU-1272,FWD,2087986,2095261,7275,MU-788;MU-789;MU-790,2087989,hisL;hisG;hisD;hisC;hisB;hisH;hisA;hisF;hisI,hisL,2088020,31
TU-1273,FWD,2087986,2095261,7275,MU-788;MU-789;MU-790,2088018,hisL;hisG;hisD;hisC;hisB;hisH;hisA;hisF;hisI,hisL,2088020,2
TU-1274,FWD,2088186,2095261,7075,MU-789;MU-790,2088157,hisG;hisD;hisC;hisB;hisH;hisA;hisF;hisI,hisG,2088216,59
TU-1275,FWD,2088186,2095261,7075,MU-789;MU-790,2088187,hisG;hisD;hisC;hisB;hisH;hisA;hisF;hisI,hisG,2088216,29
TU-1276,FWD,2088186,2095261,7075,MU-789;MU-790,2088197,hisG;hisD;hisC;hisB;hisH;hisA;hisF;hisI,hisG,2088216,19
TU-1277,FWD,2094636,2095261,625,MU-790,2094440,hisI,hisI,2094638,198
TU-1278,FWD,2094636,2095261,625,MU-790,2094579,hisI,hisI,2094638,59
TU-1279,FWD,2135916,2137541,1625,MU-791,2135887,yegH,yegH,2135926,39
TU-1280,FWD,2137591,2137691,100,MU-792,2137557,NT,,,
TU-1281,FWD,2141266,2144541,3275,MU-793,2141248,yegE,yegE,2141290,42
TU-1282,FWD,2141266,2144541,3275,MU-793,2141382,yegE,yegE,2141290,-92
TU-1283,FWD,2145716,2146991,1275,MU-794,2145873,yegD,yegD,2145698,-175
TU-1284,FWD,2149209,2149670,461,MU-795,,yegJ,yegJ,2149209,
TU-1285,FWD,2151241,2151441,200,MU-796,2151335,ryeC,ryeC,2151333,-2
TU-1286,FWD,2151691,2151841,150,MU-797,2151670,ryeD,ryeD,2151668,-2
TU-1287,FWD,2152066,2163016,10950,MU-798;MU-799;MU-800,2152003,mdtA;mdtB;mdtC;mdtD;baeS;baeR,mdtA,2152040,37
TU-1288,FWD,2159266,2163016,3750,MU-799;MU-800,2159215,mdtD;baeS;baeR,mdtD,2159488,273
TU-1289,FWD,2159266,2163016,3750,MU-799;MU-800,2159276,mdtD;baeS;baeR,mdtD,2159488,212
TU-1290,FWD,2162291,2163016,725,MU-800,2162220,baeR,baeR,2162300,80
TU-1291,FWD,2163166,2163591,425,MU-801,2163156,yegP,yegP,2163213,57
TU-1292,FWD,2163616,2165041,1425,MU-802,2163618,yegQ,yegQ,2163692,74
TU-1293,FWD,2165116,2165166,50,MU-803,2165138,ryeE,ryeE,2165136,-2
TU-1294,FWD,2166741,2167591,850,MU-804,2166709,yegS,yegS,2166736,27
TU-1295,FWD,2168216,2169541,1325,MU-805,,insE;insF,insE,2168251,
TU-1296,FWD,2176843,2180083,3240,MU-806,,yegT;yegU;yegV,yegT,2176843,
TU-1297,FWD,2183966,2184591,625,MU-807,2183945,rcnA,rcnA,2183939,-6
TU-1298,FWD,2183966,2184591,625,MU-807,2183960,rcnA,rcnA,2183939,-21
TU-1299,FWD,2184916,2185266,350,MU-808,2184884,yohN,yohN,2184982,98
TU-1300,FWD,2184916,2185266,350,MU-808,2184935,yohN,yohN,2184982,47
TU-1301,FWD,2192291,2194341,2050,MU-809,2192291,metG,metG,2192322,31
TU-1302,FWD,2194496,2202311,7815,MU-810,,yehH;yehI;yehK,yehH,2194496,
TU-1303,FWD,2202618,2209122,6504,MU-811,,yehL;yehM;yehP;yehQ,yehL,2202618,
TU-1304,FWD,2209247,2209708,461,MU-812,,yehR,yehR,2209247,
TU-1305,FWD,2212793,2213593,800,MU-813,2212711,mlrA,mlrA,2212888,177
TU-1306,FWD,2213693,2213868,175,MU-814,2213656,yohO,yohO,2213679,23
TU-1307,FWD,2216118,2216318,200,MU-815,2216103,NT,,,
TU-1308,FWD,2220143,2221968,1825,MU-816,2220176,dld,dld,2220207,31
TU-1309,FWD,2223818,2224443,625,MU-817,2223799,yohD,yohD,2223823,24
TU-1310,FWD,2226993,2227468,475,MU-818,2226980,NT,,,
TU-1311,FWD,2228543,2229443,900,MU-819,2228625,yohJ;yohK,yohJ,2228646,21
TU-1312,FWD,2229468,2230668,1200,MU-820,2229842,cdd,cdd,2229866,24
TU-1313,FWD,2230918,2231818,900,MU-821,2230872,sanA;yeiS,sanA,2230900,28
TU-1314,FWD,2232018,2234496,2478,MU-822,2232004,yeiT;yeiA,yeiT,2232055,51
TU-1315,FWD,2232018,2234496,2478,MU-822,2232009,yeiT;yeiA,yeiT,2232055,46
TU-1316,FWD,2241846,2242671,825,MU-823,2241903,yeiG,yeiG,2241932,29
TU-1317,FWD,2247971,2248446,475,MU-824,2247690,yeiH,yeiH,2247739,49
TU-1318,FWD,2248746,2250646,1900,MU-825,2248828,nfo;yeiI,nfo,2248862,34
TU-1319,FWD,2253377,2254036,659,MU-826,2253259,yeiL,yeiL,2253377,118
TU-1320,FWD,2261885,2263066,1181,MU-827,,setB,setB,2261885,
TU-1321,FWD,2262871,2263371,500,MU-828,2262767,NT,,,
TU-1322,FWD,2263421,2264021,600,MU-829,2263437,yeiP,yeiP,2263472,35
TU-1323,FWD,2263421,2264021,600,MU-829,2263442,yeiP,yeiP,2263472,30
TU-1324,FWD,2263421,2264021,600,MU-829,2263448,yeiP,yeiP,2263472,24
TU-1325,FWD,2263421,2264021,600,MU-829,2263464,yeiP,yeiP,2263472,8
TU-1326,FWD,2264296,2265696,1400,MU-830,2264236,yeiQ,yeiQ,2264267,31
TU-1327,FWD,2265846,2267496,1650,MU-831,2265820,yeiR;lpxT,yeiR,2265851,31
TU-1328,FWD,2267846,2268596,750,MU-832,2267942,spr,spr,2268001,59
TU-1329,FWD,2267846,2268596,750,MU-832,2267949,spr,spr,2268001,52
TU-1330,FWD,2267846,2268596,750,MU-832,2267996,spr,spr,2268001,5
TU-1331,FWD,2268621,2270171,1550,MU-833,2268700,rtn,rtn,2268748,48
TU-1332,FWD,2270371,2275796,5425,MU-834;MU-835;MU-836,2270390,yejA;yejB;yejE;yejF,yejA,2270386,-4
TU-1333,FWD,2271946,2275796,3850,MU-835;MU-836,2271987,yejB;yejE;yejF,yejB,2272201,214
TU-1334,FWD,2273121,2275796,2675,MU-836,2273017,yejE;yejF,yejE,2273295,278
TU-1335,FWD,2273121,2275796,2675,MU-836,2273178,yejE;yejF,yejE,2273295,117
TU-1336,FWD,2276421,2277471,1050,MU-837,2276513,NT,,,
TU-1337,FWD,2278621,2280196,1575,MU-838,2278630,yejH,yejH,2278654,24
TU-1338,FWD,2280471,2280821,350,MU-839,2280402,rplY,rplY,2280539,137
TU-1339,FWD,2282022,2284122,2100,MU-840,2282124,yejL;yejM,yejL,2282151,27
TU-1340,FWD,2284197,2284297,100,MU-841,2284233,proL,proL,2284233,0
TU-1341,FWD,2288388,2289388,1000,MU-842,2288371,narP,narP,2288522,151
TU-1342,FWD,2288388,2289388,1000,MU-842,2288391,narP,narP,2288522,131
TU-1343,FWD,2288388,2289388,1000,MU-842,2288444,narP,narP,2288522,78
TU-1344,FWD,2301663,2301688,25,MU-843,2301615,yojO,yojO,2301628,13
TU-1345,FWD,2301863,2303063,1200,MU-844,2301894,eco,eco,2301927,33
TU-1346,FWD,2307050,2307150,100,MU-845,2307005,NT,,,
TU-1347,FWD,2311125,2311175,50,MU-846,2311106,micF,micF,2311106,0
TU-1348,FWD,2311500,2313875,2375,MU-847,2311474,rcsD,rcsD,2311510,36
