tss_id,strand,tss,reads_log,reads_hs,reads_hs_stat,rts_id
TSS-FWD-1008,FWD,1804346,2,2,2,RTS_R4_+_580
TSS-FWD-1009,FWD,1804376,110,112,114,RTS_R4_+_580
TSS-FWD-1010,FWD,1805399,33,33,35,RTS_R4_+_581
TSS-FWD-1011,FWD,1805794,,2,17,RTS_R4_+_582
TSS-FWD-1012,FWD,1807303,70,70,70,RTS_R4_+_583
TSS-FWD-1013,FWD,1807313,32,32,32,RTS_R4_+_583
TSS-FWD-1014,FWD,1807348,137,137,138,RTS_R4_+_583
TSS-FWD-1015,FWD,1808906,5390,5391,5391,RTS_R4_+_585
TSS-FWD-1016,FWD,1808938,74,74,74,RTS_R4_+_585
TSS-FWD-1017,FWD,1808943,119,119,119,RTS_R4_+_585
TSS-FWD-1018,FWD,1811839,46,46,46,RTS_R4_+_586
TSS-FWD-1019,FWD,1820452,178,179,179,RTS_R4_+_587
TSS-FWD-1020,FWD,1820460,607,611,612,RTS_R4_+_587
TSS-FWD-1021,FWD,1821516,37,37,37,RTS_R4_+_588
TSS-FWD-1022,FWD,1830423,109,110,110,RTS_R4_+_589
TSS-FWD-1023,FWD,1831520,6,6,6,RTS_R4_+_590
TSS-FWD-1024,FWD,1832010,11,11,11,RTS_R4_+_591
TSS-FWD-1025,FWD,1833171,4,4,4,RTS_R4_+_592
TSS-FWD-1026,FWD,1833341,6,6,6,RTS_R4_+_592
TSS-FWD-1027,FWD,1833483,4,4,4,RTS_R4_+_592
TSS-FWD-1028,FWD,1839484,30,30,30,RTS_R4_+_593
TSS-FWD-1029,FWD,1840289,84,85,85,RTS_R4_+_594
TSS-FWD-1030,FWD,1840332,601,603,604,RTS_R4_+_594
TSS-FWD-1031,FWD,1840340,82,82,82,RTS_R4_+_594
TSS-FWD-1032,FWD,1840347,87,87,87,RTS_R4_+_594
TSS-FWD-1033,FWD,1840356,228,228,228,RTS_R4_+_594
TSS-FWD-1034,FWD,1840362,43,43,43,RTS_R4_+_594
TSS-FWD-1035,FWD,1840370,73,73,73,RTS_R4_+_594
TSS-FWD-1036,FWD,1840385,76,77,77,RTS_R4_+_594
TSS-FWD-1037,FWD,1846816,116,117,118,RTS_R4_+_595
TSS-FWD-1038,FWD,1848858,48,49,49,RTS_R4_+_596
TSS-FWD-1039,FWD,1860550,85,85,96,RTS_R4_+_598
TSS-FWD-1040,FWD,1860641,407,407,407,RTS_R4_+_598
TSS-FWD-1041,FWD,1860750,110,113,115,RTS_R4_+_598
TSS-FWD-1042,FWD,1860759,3007,3020,3020,RTS_R4_+_598
TSS-FWD-1043,FWD,1860764,1834,1836,1838,RTS_R4_+_598
TSS-FWD-1044,FWD,1860768,765,768,769,RTS_R4_+_598
TSS-FWD-1045,FWD,1860775,103,105,106,RTS_R4_+_598
TSS-FWD-1046,FWD,1861848,45,47,47,RTS_R4_+_599
TSS-FWD-1047,FWD,1864771,,,11,RTS_R4_+_600
TSS-FWD-1048,FWD,1869267,2,2,2,RTS_R4_+_601
TSS-FWD-1049,FWD,1870070,3,3,3,RTS_R4_+_602
TSS-FWD-1050,FWD,1871568,26,26,26,RTS_R4_+_603
TSS-FWD-1051,FWD,1872376,4,4,4,RTS_R4_+_604
TSS-FWD-1052,FWD,1873676,1,1,1,
TSS-FWD-1053,FWD,1874890,16,16,17,RTS_R4_+_605
TSS-FWD-1054,FWD,1874905,19,20,20,RTS_R4_+_605
TSS-FWD-1055,FWD,1875691,134,134,134,RTS_R4_+_606
TSS-FWD-1056,FWD,1879856,4,4,4,RTS_R4_+_607
TSS-FWD-1057,FWD,1881168,1,1,1,
TSS-FWD-1058,FWD,1891360,4025,4080,4082,RTS_R4_+_608
TSS-FWD-1059,FWD,1891366,463,470,470,RTS_R4_+_608
TSS-FWD-1060,FWD,1891374,78,81,81,RTS_R4_+_608
TSS-FWD-1061,FWD,1892041,11,11,50,RTS_R4_+_609
TSS-FWD-1062,FWD,1892781,32,32,32,RTS_R4_+_610
TSS-FWD-1063,FWD,1894833,,106,106,RTS_R4_+_611
TSS-FWD-1064,FWD,1899959,103,113,126,RTS_R4_+_613
TSS-FWD-1065,FWD,1900054,39,40,40,RTS_R4_+_613
TSS-FWD-1066,FWD,1901068,247,254,254,RTS_R4_+_614
TSS-FWD-1067,FWD,1901076,59,59,59,RTS_R4_+_614
TSS-FWD-1068,FWD,1902743,,7,15,RTS_R4_+_615
TSS-FWD-1069,FWD,1903486,2,2,2,RTS_R4_+_616
TSS-FWD-1070,FWD,1906179,,,2,RTS_R4_+_617
TSS-FWD-1071,FWD,1906925,53,53,53,RTS_R4_+_618
TSS-FWD-1072,FWD,1914178,41,41,41,RTS_R4_+_619
TSS-FWD-1073,FWD,1914258,71,72,72,RTS_R4_+_619
TSS-FWD-1074,FWD,1915436,110,110,110,RTS_R4_+_620
TSS-FWD-1075,FWD,1918223,21,21,21,RTS_R4_+_621
TSS-FWD-1076,FWD,1919749,12,12,17,RTS_R4_+_622
TSS-FWD-1077,FWD,1920121,,,2,RTS_R4_+_623
TSS-FWD-1078,FWD,1921090,8,10,41,RTS_R4_+_624
TSS-FWD-1079,FWD,1923112,194,195,195,RTS_R4_+_625
TSS-FWD-1080,FWD,1923413,26,27,31,RTS_R4_+_626
TSS-FWD-1081,FWD,1924122,11,11,11,RTS_R4_+_627
TSS-FWD-1082,FWD,1928881,147,147,147,RTS_R4_+_628
TSS-FWD-1083,FWD,1934613,88,88,88,RTS_R4_+_629
TSS-FWD-1084,FWD,1935526,41,41,41,RTS_R4_+_630
TSS-FWD-1085,FWD,1935566,408,409,411,RTS_R4_+_630
TSS-FWD-1086,FWD,1935571,269,271,271,RTS_R4_+_630
TSS-FWD-1087,FWD,1940581,44,44,44,RTS_R4_+_631
TSS-FWD-1088,FWD,1940614,31,31,31,RTS_R4_+_631
TSS-FWD-1089,FWD,1940625,40,40,40,RTS_R4_+_631
TSS-FWD-1090,FWD,1940658,10,10,16,RTS_R4_+_631
TSS-FWD-1091,FWD,1944248,3,3,4,
TSS-FWD-1092,FWD,1948632,5,5,5,RTS_R4_+_632
TSS-FWD-1093,FWD,1948794,4,4,4,RTS_R4_+_632
TSS-FWD-1094,FWD,1950455,11,11,11,RTS_R4_+_633
TSS-FWD-1095,FWD,1953581,,1,1,RTS_R4_+_634
TSS-FWD-1096,FWD,1958029,168,169,169,RTS_R4_+_635
TSS-FWD-1097,FWD,1977320,11,11,11,RTS_R4_+_636
TSS-FWD-1098,FWD,1977744,3,3,3,RTS_R4_+_637
TSS-FWD-1099,FWD,1980567,13,13,13,RTS_R4_+_638
TSS-FWD-1100,FWD,1984821,4,7,7,RTS_R4_+_639
TSS-FWD-1101,FWD,1986706,200,242,244,RTS_R4_+_640
TSS-FWD-1102,FWD,1986724,40,54,54,RTS_R4_+_640
TSS-FWD-1103,FWD,1987667,50,52,52,RTS_R4_+_641
TSS-FWD-1104,FWD,1993798,37,39,39,RTS_R4_+_642
TSS-FWD-1105,FWD,1993814,27,27,27,RTS_R4_+_642
TSS-FWD-1106,FWD,1994856,3,3,3,RTS_R4_+_643
TSS-FWD-1107,FWD,1998511,2,2,3,RTS_R4_+_644
TSS-FWD-1108,FWD,2001860,300,300,300,
TSS-FWD-1109,FWD,2001866,669,669,669,
TSS-FWD-1110,FWD,2004156,21,21,22,RTS_R4_+_645
TSS-FWD-1111,FWD,2006264,17,17,17,RTS_R4_+_646
TSS-FWD-1112,FWD,2007826,8,9,9,RTS_R4_+_647
TSS-FWD-1113,FWD,2007831,9,9,10,RTS_R4_+_647
TSS-FWD-1114,FWD,2008610,2,2,2,RTS_R4_+_648
TSS-FWD-1115,FWD,2008621,,2,2,RTS_R4_+_648
TSS-FWD-1116,FWD,2011167,1,1,1,RTS_R4_+_649
TSS-FWD-1117,FWD,2017609,23,23,23,RTS_R4_+_650
TSS-FWD-1118,FWD,2018934,74,74,74,
TSS-FWD-1119,FWD,2021861,1,1,1,
TSS-FWD-1120,FWD,2022951,1,1,53,RTS_R4_+_651
TSS-FWD-1121,FWD,2023477,17,17,17,RTS_R4_+_652
TSS-FWD-1122,FWD,2032159,1,1,20,RTS_R4_+_653
TSS-FWD-1123,FWD,2033655,60,60,61,RTS_R4_+_654
TSS-FWD-1124,FWD,2033776,117,118,121,RTS_R4_+_654
TSS-FWD-1125,FWD,2033785,76,77,96,RTS_R4_+_654
TSS-FWD-1126,FWD,2033789,132,132,135,RTS_R4_+_654
TSS-FWD-1127,FWD,2033804,98,117,117,RTS_R4_+_654
TSS-FWD-1128,FWD,2036955,75,75,75,RTS_R4_+_655
TSS-FWD-1129,FWD,2037773,192,194,250,RTS_R4_+_656
TSS-FWD-1130,FWD,2039362,42,42,60,RTS_R4_+_657
TSS-FWD-1131,FWD,2039368,2377,2381,2452,RTS_R4_+_657
TSS-FWD-1132,FWD,2039374,313,313,316,RTS_R4_+_657
TSS-FWD-1133,FWD,2039382,59,59,60,RTS_R4_+_657
TSS-FWD-1134,FWD,2039935,60,60,63,RTS_R4_+_658
TSS-FWD-1135,FWD,2041628,88,88,89,RTS_R4_+_659
TSS-FWD-1136,FWD,2042462,32,32,32,RTS_R4_+_660
TSS-FWD-1137,FWD,2047956,11,11,11,RTS_R4_+_661
TSS-FWD-1138,FWD,2051590,95,97,97,RTS_R4_+_662
TSS-FWD-1139,FWD,2053054,28,28,29,RTS_R4_+_663
TSS-FWD-1140,FWD,2054822,1825,1825,1825,RTS_R4_+_664
TSS-FWD-1141,FWD,2054830,69,69,69,RTS_R4_+_664
TSS-FWD-1142,FWD,2054841,696,696,696,RTS_R4_+_664
TSS-FWD-1143,FWD,2054850,47,47,47,RTS_R4_+_664
TSS-FWD-1144,FWD,2054862,72,72,72,RTS_R4_+_664
TSS-FWD-1145,FWD,2057875,12,12,12,RTS_R4_+_665
TSS-FWD-1146,FWD,2066552,16,16,16,RTS_R4_+_667
TSS-FWD-1147,FWD,2068330,2,2,2,RTS_R4_+_669
TSS-FWD-1148,FWD,2068543,8,8,8,RTS_R4_+_670
TSS-FWD-1149,FWD,2069348,20,20,21,RTS_R4_+_671
TSS-FWD-1150,FWD,2069496,202,202,202,RTS_R4_+_672
TSS-FWD-1151,FWD,2069533,13,13,13,RTS_R4_+_672
TSS-FWD-1152,FWD,2074114,5,5,5,
TSS-FWD-1153,FWD,2076053,4,5,5,RTS_R4_+_673
TSS-FWD-1154,FWD,2080756,144,144,144,RTS_R4_+_674
TSS-FWD-1155,FWD,2087989,661,680,682,RTS_R4_+_675
TSS-FWD-1156,FWD,2088018,838,849,852,RTS_R4_+_675
TSS-FWD-1157,FWD,2088157,34,34,34,RTS_R4_+_676
TSS-FWD-1158,FWD,2088187,46,46,46,RTS_R4_+_676
TSS-FWD-1159,FWD,2088197,211,211,211,RTS_R4_+_676
TSS-FWD-1160,FWD,2094440,64,64,64,RTS_R4_+_677
TSS-FWD-1161,FWD,2094579,52,52,52,RTS_R4_+_677
TSS-FWD-1162,FWD,2135887,1,1,4,RTS_R4_+_678
TSS-FWD-1163,FWD,2137557,,9,24,RTS_R4_+_679
TSS-FWD-1164,FWD,2141248,16,17,17,RTS_R4_+_680
TSS-FWD-1165,FWD,2141382,21,21,21,RTS_R4_+_680
TSS-FWD-1166,FWD,2145873,6,6,6,RTS_R4_+_681
TSS-FWD-1167,FWD,2151335,8,8,10,RTS_R4_+_682
TSS-FWD-1168,FWD,2151670,2,76,183,RTS_R4_+_683
TSS-FWD-1169,FWD,2152003,3,9,20,RTS_R4_+_684
TSS-FWD-1170,FWD,2159215,6,6,6,RTS_R4_+_685
TSS-FWD-1171,FWD,2159276,5,5,5,RTS_R4_+_685
TSS-FWD-1172,FWD,2162220,15,15,15,RTS_R4_+_686
TSS-FWD-1173,FWD,2163156,116,118,145,RTS_R4_+_687
TSS-FWD-1174,FWD,2163618,17,18,18,RTS_R4_+_688
TSS-FWD-1175,FWD,2165138,56,326,1515,RTS_R4_+_689
TSS-FWD-1176,FWD,2166709,207,207,208,RTS_R4_+_690
TSS-FWD-1177,FWD,2183945,1,1,1,RTS_R4_+_692
TSS-FWD-1178,FWD,2183960,1,1,1,RTS_R4_+_692
TSS-FWD-1179,FWD,2184884,33,34,34,RTS_R4_+_693
TSS-FWD-1180,FWD,2184935,29,29,31,RTS_R4_+_693
TSS-FWD-1181,FWD,2192291,23,31,32,RTS_R4_+_694
TSS-FWD-1182,FWD,2212711,4,5,5,RTS_R4_+_695
TSS-FWD-1183,FWD,2213656,2,2,2,RTS_R4_+_696
TSS-FWD-1184,FWD,2216103,,,1,RTS_R4_+_697
TSS-FWD-1185,FWD,2220176,133,134,135,RTS_R4_+_698
TSS-FWD-1186,FWD,2223799,13,14,15,RTS_R4_+_699
TSS-FWD-1187,FWD,2226980,4,4,34,RTS_R4_+_700
TSS-FWD-1188,FWD,2228625,10,22,22,RTS_R4_+_701
TSS-FWD-1189,FWD,2229842,12,13,13,RTS_R4_+_702
TSS-FWD-1190,FWD,2230872,18,18,18,RTS_R4_+_703
TSS-FWD-1191,FWD,2232004,7,16,17,RTS_R4_+_704
TSS-FWD-1192,FWD,2232009,16,19,21,RTS_R4_+_704
TSS-FWD-1193,FWD,2241903,517,517,517,RTS_R4_+_705
TSS-FWD-1194,FWD,2247690,9,9,9,RTS_R4_+_706
TSS-FWD-1195,FWD,2248828,88,88,88,RTS_R4_+_707
TSS-FWD-1196,FWD,2253259,2,2,2,
TSS-FWD-1197,FWD,2262767,6,6,6,RTS_R4_+_708
TSS-FWD-1198,FWD,2263437,1308,1309,1309,RTS_R4_+_709
TSS-FWD-1199,FWD,2263442,307,307,307,RTS_R4_+_709
TSS-FWD-1200,FWD,2263448,192,192,192,RTS_R4_+_709
TSS-FWD-1201,FWD,2263464,56,56,56,RTS_R4_+_709
TSS-FWD-1202,FWD,2264236,11,12,14,RTS_R4_+_710
TSS-FWD-1203,FWD,2265820,29,29,29,RTS_R4_+_711
TSS-FWD-1204,FWD,2267942,84,106,114,RTS_R4_+_712
TSS-FWD-1205,FWD,2267949,50,51,51,RTS_R4_+_712
TSS-FWD-1206,FWD,2267996,109,109,109,RTS_R4_+_712
TSS-FWD-1207,FWD,2268700,27,27,27,RTS_R4_+_713
TSS-FWD-1208,FWD,2270390,5,5,5,RTS_R4_+_714
TSS-FWD-1209,FWD,2271987,22,22,22,RTS_R4_+_715
TSS-FWD-1210,FWD,2273017,26,26,26,RTS_R4_+_716
TSS-FWD-1211,FWD,2273178,23,23,23,RTS_R4_+_716
TSS-FWD-1212,FWD,2276513,11,11,11,RTS_R4_+_717
TSS-FWD-1213,FWD,2278630,10,10,10,RTS_R4_+_718
TSS-FWD-1214,FWD,2280402,2,2,2,RTS_R4_+_719
TSS-FWD-1215,FWD,2282124,20,21,22,RTS_R4_+_720
TSS-FWD-1216,FWD,2284233,8411,8876,10505,RTS_R4_+_721
TSS-FWD-1217,FWD,2288371,44,44,44,RTS_R4_+_722
TSS-FWD-1218,FWD,2288391,36,36,36,RTS_R4_+_722
TSS-FWD-1219,FWD,2288444,1,4,4,RTS_R4_+_722
TSS-FWD-1220,FWD,2301615,,,4,RTS_R4_+_723
TSS-FWD-1221,FWD,2301894,16,16,16,RTS_R4_+_724
TSS-FWD-1222,FWD,2307005,,2,2,RTS_R4_+_725
TSS-FWD-1223,FWD,2311106,51,64,124,RTS_R4_+_726
TSS-FWD-1224,FWD,2311474,46,46,46,RTS_R4_+_727
TSS-FWD-1225,FWD,2314084,2029,2029,2029,RTS_R4_+_728
TSS-FWD-1226,FWD,2314140,435,437,437,RTS_R4_+_728
TSS-FWD-1227,FWD,2318037,,,1,RTS_R4_+_729
TSS-FWD-1228,FWD,2337562,62,75,75,RTS_R4_+_730
TSS-FWD-1229,FWD,2339227,,2,2,RTS_R4_+_731
TSS-FWD-1230,FWD,2342780,175,175,175,RTS_R4_+_732
TSS-FWD-1231,FWD,2345374,41,42,42,RTS_R4_+_733
TSS-FWD-1232,FWD,2347962,10,10,10,RTS_R4_+_734
TSS-FWD-1233,FWD,2350615,2,2,2,RTS_R4_+_735
TSS-FWD-1234,FWD,2355575,26,26,26,RTS_R4_+_736
TSS-FWD-1235,FWD,2362549,13,13,13,RTS_R4_+_737
TSS-FWD-1236,FWD,2363738,3,4,8,RTS_R4_+_738
TSS-FWD-1237,FWD,2367286,10,10,10,RTS_R4_+_739
TSS-FWD-1238,FWD,2367400,7,7,7,RTS_R4_+_739
TSS-FWD-1239,FWD,2370154,3,3,3,RTS_R4_+_740
TSS-FWD-1240,FWD,2379604,60,60,60,RTS_R4_+_741
TSS-FWD-1241,FWD,2379610,41,41,41,RTS_R4_+_741
TSS-FWD-1242,FWD,2383830,3,3,3,
TSS-FWD-1243,FWD,2386595,2,2,2,RTS_R4_+_742
TSS-FWD-1244,FWD,2405531,19,19,19,RTS_R4_+_743
TSS-FWD-1245,FWD,2406858,48,50,50,RTS_R4_+_744
TSS-FWD-1246,FWD,2411366,145,145,145,RTS_R4_+_745
TSS-FWD-1247,FWD,2411459,86,86,87,RTS_R4_+_745
TSS-FWD-1248,FWD,2412727,100,100,101,RTS_R4_+_746
TSS-FWD-1249,FWD,2418614,20,20,26,RTS_R4_+_748
TSS-FWD-1250,FWD,2419323,1329,1340,1340,RTS_R4_+_749
TSS-FWD-1251,FWD,2419630,38,39,40,RTS_R4_+_750
TSS-FWD-1252,FWD,2435951,1,1,1,RTS_R4_+_751
TSS-FWD-1253,FWD,2439761,6,6,6,RTS_R4_+_752
TSS-FWD-1254,FWD,2446603,113,113,113,RTS_R4_+_753
TSS-FWD-1255,FWD,2459227,,,33,RTS_R4_+_754
TSS-FWD-1256,FWD,2463296,11,12,13,RTS_R4_+_755
TSS-FWD-1257,FWD,2464331,257,312,630,RTS_R4_+_756
TSS-FWD-1258,FWD,2464537,5,5,5,RTS_R4_+_757
TSS-FWD-1259,FWD,2464558,6,6,6,RTS_R4_+_757
TSS-FWD-1260,FWD,2465852,439,439,439,RTS_R4_+_758
TSS-FWD-1261,FWD,2465858,71,71,71,RTS_R4_+_758
TSS-FWD-1262,FWD,2467044,61,61,61,RTS_R4_+_759
TSS-FWD-1263,FWD,2467055,41,41,41,RTS_R4_+_759
TSS-FWD-1264,FWD,2468770,8,12,108,RTS_R4_+_760
TSS-FWD-1265,FWD,2477127,18,18,18,RTS_R4_+_762
TSS-FWD-1266,FWD,2477132,22,22,22,RTS_R4_+_762
TSS-FWD-1267,FWD,2481652,344,344,346,RTS_R4_+_763
TSS-FWD-1268,FWD,2481663,129,130,130,RTS_R4_+_763
TSS-FWD-1269,FWD,2483950,67,67,67,RTS_R4_+_764
TSS-FWD-1270,FWD,2493621,2,2,2,RTS_R4_+_765
TSS-FWD-1271,FWD,2494819,35,38,38,RTS_R4_+_766
TSS-FWD-1272,FWD,2496668,4,4,4,RTS_R4_+_767
TSS-FWD-1273,FWD,2499128,7,7,7,RTS_R4_+_768
TSS-FWD-1274,FWD,2507477,7,7,9,RTS_R4_+_769
TSS-FWD-1275,FWD,2508983,6,6,6,RTS_R4_+_770
TSS-FWD-1276,FWD,2510904,64,64,64,RTS_R4_+_771
TSS-FWD-1277,FWD,2511000,161,161,161,RTS_R4_+_771
TSS-FWD-1278,FWD,2511032,131,131,131,RTS_R4_+_771
TSS-FWD-1279,FWD,2512273,8,8,8,RTS_R4_+_772
TSS-FWD-1280,FWD,2516429,53,53,55,RTS_R4_+_773
TSS-FWD-1281,FWD,2516468,17,17,17,RTS_R4_+_773
TSS-FWD-1282,FWD,2518953,3,12,17,RTS_R4_+_774
TSS-FWD-1283,FWD,2523196,1,1,1,RTS_R4_+_775
TSS-FWD-1284,FWD,2524948,154,155,158,RTS_R4_+_776
TSS-FWD-1285,FWD,2529446,118,118,118,RTS_R4_+_777
TSS-FWD-1286,FWD,2530399,537,537,537,RTS_R4_+_778
TSS-FWD-1287,FWD,2530408,5098,5098,5098,RTS_R4_+_778
TSS-FWD-1288,FWD,2530418,946,946,946,RTS_R4_+_778
TSS-FWD-1289,FWD,2531523,885,888,888,RTS_R4_+_779
TSS-FWD-1290,FWD,2531529,181,182,182,RTS_R4_+_779
TSS-FWD-1291,FWD,2531614,211,211,211,RTS_R4_+_779
TSS-FWD-1292,FWD,2531617,200,207,207,RTS_R4_+_779
TSS-FWD-1293,FWD,2531710,259,260,260,RTS_R4_+_779
TSS-FWD-1294,FWD,2531713,5702,5715,5715,RTS_R4_+_779
TSS-FWD-1295,FWD,2531754,116,116,116,RTS_R4_+_779
TSS-FWD-1296,FWD,2531757,291,293,293,RTS_R4_+_779
TSS-FWD-1297,FWD,2531761,156,156,156,RTS_R4_+_779
TSS-FWD-1298,FWD,2533502,8,8,8,RTS_R4_+_780
TSS-FWD-1299,FWD,2533632,3,5,49,RTS_R4_+_780
TSS-FWD-1300,FWD,2533789,946,1002,1018,RTS_R4_+_780
TSS-FWD-1301,FWD,2533815,46,48,53,RTS_R4_+_780
TSS-FWD-1302,FWD,2533834,72,72,72,RTS_R4_+_780
TSS-FWD-1303,FWD,2535337,68,68,68,RTS_R4_+_781
TSS-FWD-1304,FWD,2535779,3,3,3,RTS_R4_+_782
TSS-FWD-1305,FWD,2543753,37,37,37,RTS_R4_+_784
TSS-FWD-1306,FWD,2543763,38,38,38,RTS_R4_+_784
TSS-FWD-1307,FWD,2546310,2,2,2,RTS_R4_+_785
TSS-FWD-1308,FWD,2550264,81,81,81,RTS_R4_+_786
TSS-FWD-1309,FWD,2550301,48,49,49,RTS_R4_+_786
TSS-FWD-1310,FWD,2555334,2,2,3,RTS_R4_+_787
TSS-FWD-1311,FWD,2556798,17,17,17,RTS_R4_+_788
TSS-FWD-1312,FWD,2558357,14,14,14,RTS_R4_+_789
TSS-FWD-1313,FWD,2558413,18,18,18,RTS_R4_+_789
TSS-FWD-1314,FWD,2560064,6,6,6,RTS_R4_+_790
TSS-FWD-1315,FWD,2561495,,14,14,RTS_R4_+_791
TSS-FWD-1316,FWD,2561969,50,51,51,RTS_R4_+_792
TSS-FWD-1317,FWD,2561982,42,47,48,RTS_R4_+_792
TSS-FWD-1318,FWD,2562517,17,20,21,RTS_R4_+_793
TSS-FWD-1319,FWD,2576628,182,182,183,RTS_R4_+_795
TSS-FWD-1320,FWD,2576664,52,52,52,RTS_R4_+_795
TSS-FWD-1321,FWD,2583542,6,6,6,RTS_R4_+_796
TSS-FWD-1322,FWD,2583590,3,8,10,RTS_R4_+_796
TSS-FWD-1323,FWD,2585611,4,4,4,RTS_R4_+_797
TSS-FWD-1324,FWD,2589198,77,77,77,RTS_R4_+_798
TSS-FWD-1325,FWD,2589582,47,47,47,RTS_R4_+_799
TSS-FWD-1326,FWD,2590733,10,12,29,RTS_R4_+_800
TSS-FWD-1327,FWD,2594784,19,24,28,RTS_R4_+_801
TSS-FWD-1328,FWD,2597901,113,113,116,RTS_R4_+_802
TSS-FWD-1329,FWD,2598431,313,313,313,RTS_R4_+_803
TSS-FWD-1330,FWD,2598450,109,109,110,RTS_R4_+_803
TSS-FWD-1331,FWD,2598459,99,99,99,RTS_R4_+_803
TSS-FWD-1332,FWD,2598466,115,115,115,RTS_R4_+_803
TSS-FWD-1333,FWD,2614048,,1,1,RTS_R4_+_804
TSS-FWD-1334,FWD,2614090,3,3,3,RTS_R4_+_804
TSS-FWD-1335,FWD,2619175,174,174,174,RTS_R4_+_805
TSS-FWD-1336,FWD,2620970,14,14,14,RTS_R4_+_806
TSS-FWD-1337,FWD,2620980,13,14,14,RTS_R4_+_806
TSS-FWD-1338,FWD,2626040,,,1,RTS_R4_+_807
TSS-FWD-1339,FWD,2627274,63,66,67,RTS_R4_+_808
TSS-FWD-1340,FWD,2627785,11,12,12,RTS_R4_+_809
TSS-FWD-1341,FWD,2632219,386,390,390,RTS_R4_+_810
TSS-FWD-1342,FWD,2650491,20,20,22,RTS_R4_+_811
TSS-FWD-1343,FWD,2651867,5,5,5,RTS_R4_+_812
TSS-FWD-1344,FWD,2661428,373,373,373,RTS_R4_+_813
TSS-FWD-1345,FWD,2661437,315,315,315,RTS_R4_+_813
TSS-FWD-1346,FWD,2663423,10,10,10,RTS_R4_+_814
TSS-FWD-1347,FWD,2666220,,,1,RTS_R4_+_815
TSS-FWD-1348,FWD,2667041,4,4,4,RTS_R4_+_816
TSS-FWD-1349,FWD,2671343,142,145,152,RTS_R4_+_817
TSS-FWD-1350,FWD,2680827,15,15,15,RTS_R4_+_818
TSS-FWD-1351,FWD,2682044,2,2,2,RTS_R4_+_819
TSS-FWD-1352,FWD,2683819,190,192,195,RTS_R4_+_820
TSS-FWD-1353,FWD,2683831,33,33,33,RTS_R4_+_820
TSS-FWD-1354,FWD,2693782,20,20,20,RTS_R4_+_821
TSS-FWD-1355,FWD,2696762,5,7,7,RTS_R4_+_822
TSS-FWD-1356,FWD,2697658,11,11,11,RTS_R4_+_823
TSS-FWD-1357,FWD,2697678,11,11,11,RTS_R4_+_823
TSS-FWD-1358,FWD,2708414,124,126,126,RTS_R4_+_824
TSS-FWD-1359,FWD,2710900,14,18,19,RTS_R4_+_825
TSS-FWD-1360,FWD,2714752,68,69,69,RTS_R4_+_826
TSS-FWD-1361,FWD,2716697,133,138,143,RTS_R4_+_827
TSS-FWD-1362,FWD,2717227,9,9,9,RTS_R4_+_828
TSS-FWD-1363,FWD,2720309,52,53,56,RTS_R4_+_829
TSS-FWD-1364,FWD,2720643,55,55,56,RTS_R4_+_830
TSS-FWD-1365,FWD,2720648,51,52,52,RTS_R4_+_830
TSS-FWD-1366,FWD,2720691,222,222,222,RTS_R4_+_830
TSS-FWD-1367,FWD,2723856,98,98,98,RTS_R4_+_831
TSS-FWD-1368,FWD,2733982,24,24,24,RTS_R4_+_832
TSS-FWD-1369,FWD,2734095,359,366,366,RTS_R4_+_832
TSS-FWD-1370,FWD,2734107,68,74,76,RTS_R4_+_832
TSS-FWD-1371,FWD,2734135,53,53,53,RTS_R4_+_832
TSS-FWD-1372,FWD,2735146,1205,4094,4436,RTS_R4_+_833
TSS-FWD-1373,FWD,2735152,35,203,222,RTS_R4_+_833
TSS-FWD-1374,FWD,2735602,177,178,183,RTS_R4_+_834
TSS-FWD-1375,FWD,2739371,18,18,20,RTS_R4_+_835
TSS-FWD-1376,FWD,2739846,130,133,134,RTS_R4_+_836
TSS-FWD-1377,FWD,2745953,13,13,13,RTS_R4_+_837
TSS-FWD-1378,FWD,2748759,9,9,9,RTS_R4_+_838
TSS-FWD-1379,FWD,2748788,15,15,15,RTS_R4_+_838
TSS-FWD-1380,FWD,2749782,32,32,32,RTS_R4_+_839
TSS-FWD-1381,FWD,2749795,19,20,20,RTS_R4_+_839
TSS-FWD-1382,FWD,2751510,11,12,12,RTS_R4_+_840
TSS-FWD-1383,FWD,2751542,40,40,40,RTS_R4_+_840
TSS-FWD-1384,FWD,2751577,214,229,233,RTS_R4_+_840
TSS-FWD-1385,FWD,2751616,303,322,322,RTS_R4_+_840
TSS-FWD-1386,FWD,2752854,32,32,32,RTS_R4_+_841
TSS-FWD-1387,FWD,2752896,23,23,23,RTS_R4_+_841
TSS-FWD-1388,FWD,2753615,610576,631373,670348,RTS_R4_+_842
TSS-FWD-1389,FWD,2754155,21,21,21,RTS_R4_+_843
TSS-FWD-1390,FWD,2754190,23,23,23,RTS_R4_+_843
TSS-FWD-1391,FWD,2756635,8,8,8,
TSS-FWD-1392,FWD,2763238,,,2,RTS_R4_+_845
TSS-FWD-1393,FWD,2763916,248,249,249,RTS_R4_+_846
TSS-FWD-1394,FWD,2763922,184,187,187,RTS_R4_+_846
TSS-FWD-1395,FWD,2764659,24,24,24,RTS_R4_+_847
TSS-FWD-1396,FWD,2764729,,,1,RTS_R4_+_847
TSS-FWD-1397,FWD,2769830,34,34,34,RTS_R4_+_849
